,Accepted_Name,acc_name,AnimalFood,EnvironmentalUses,Fuels,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,Totals,speciesname,ipniid,wcsid,azid,match_name,tax_status,Accepted_ID,acc_wcsid,acc_azid,Accepted_Rank,Accepted_Species,Accepted_Species_ID,Source
34861,Solanum catombelense,Solanum catombelense Peyr.,0,0,0,1,0,0,1,1,0,4,Solanum catombelense,818633-1,,1031638.0,Solanum catombelense Peyr.,Accepted,818633-1,,1031638.0,Species,Solanum catombelense,818633-1,Useful Plants Data
34893,Solanum dimidiatum,Solanum dimidiatum Raf.,0,0,0,0,0,0,0,1,0,1,Solanum dimidiatum,819013-1,,1031785.0,Solanum dimidiatum Raf.,Accepted,819013-1,,1031785.0,Species,Solanum dimidiatum,819013-1,Useful Plants Data
34896,Solanum diversifolium,Solanum diversifolium Humb. & Bonpl. ex Dunal,0,0,0,0,0,1,1,1,0,4,Solanum diversifolium,819037-1,,1034268.0,Solanum diversifolium Humb. & Bonpl. ex Dunal,Accepted,819037-1,,1034268.0,Species,Solanum diversifolium,819037-1,Useful Plants Data
34899,Solanum douglasii,Solanum douglasii Dunal,0,0,0,0,0,0,1,1,0,2,Solanum douglasii,819053-1,,933255.0,Solanum douglasii Dunal,Accepted,819053-1,,933255.0,Species,Solanum douglasii,819053-1,Useful Plants Data
34900,Solanum dulcamara,Solanum dulcamara L.,0,0,0,0,0,1,1,1,0,3,Solanum dulcamara,285213-2,,932815.0,Solanum dulcamara L.,Accepted,285213-2,,932815.0,Species,Solanum dulcamara,285213-2,Useful Plants Data
34904,Solanum elaeagnifolium,Solanum elaeagnifolium Cav.,0,0,0,0,0,0,1,1,0,2,Solanum elaeagnifolium,819099-1,,1031823.0,Solanum elaeagnifolium Cav.,Accepted,819099-1,,1031823.0,Species,Solanum elaeagnifolium,819099-1,Useful Plants Data
34906,Solanum erianthum,Solanum erianthum D.Don,0,1,0,1,0,1,1,1,0,6,Solanum erianthum,819125-1,,1031837.0,Solanum erianthum D.Don,Accepted,819125-1,,1031837.0,Species,Solanum erianthum,819125-1,Useful Plants Data
34922,Solanum glaucophyllum,Solanum glaucophyllum Desf.,0,0,0,0,0,0,1,1,0,3,Solanum glaucophyllum,321717-2,,1031907.0,Solanum glaucophyllum Desf.,Accepted,321717-2,,1031907.0,Species,Solanum glaucophyllum,321717-2,Useful Plants Data
34933,Solanum linnaeanum,Solanum linnaeanum Hepper & P.-M.L.Jaeger,0,1,0,1,0,0,1,1,0,5,Solanum hermannii,819430-1,,1034134.0,Solanum hermannii Dunal,Synonym,930040-1,,1032127.0,Species,Solanum linnaeanum,930040-1,Useful Plants Data
34949,Solanum incanum,Solanum incanum L.,0,0,0,1,0,1,1,1,1,6,Solanum incanum,819567-1,,1032005.0,Solanum incanum L.,Accepted,819567-1,,1032005.0,Species,Solanum incanum,819567-1,Useful Plants Data
34960,Solanum tettense,Solanum tettense Klotzsch,1,0,0,0,0,0,1,1,0,3,Solanum tettense,821250-1,,1032695.0,Solanum tettense Klotzsch,Accepted,821250-1,,1032695.0,Species,Solanum tettense,821250-1,Useful Plants Data
34961,Solanum laciniatum,Solanum laciniatum Aiton,0,1,0,0,0,0,1,1,0,3,Solanum laciniatum,819717-1,,1032080.0,Solanum laciniatum Aiton,Accepted,819717-1,,1032080.0,Species,Solanum laciniatum,819717-1,Useful Plants Data
34984,Solanum mammosum,Solanum mammosum L.,0,1,0,1,0,0,1,1,1,6,Solanum mammosum,285235-2,,1032167.0,Solanum mammosum L.,Accepted,285235-2,,1032167.0,Species,Solanum mammosum,285235-2,Useful Plants Data
34990,Solanum mauritianum,Solanum mauritianum Scop.,0,1,0,1,0,1,1,1,1,6,Solanum mauritianum,330666-2,,1032185.0,Solanum mauritianum Scop.,Accepted,330666-2,,1032185.0,Species,Solanum mauritianum,330666-2,Useful Plants Data
34993,Solanum melongena,Solanum melongena L.,0,0,0,1,0,0,1,1,0,4,Solanum melongena,820053-1,,1032200.0,Solanum melongena L.,Accepted,820053-1,,1032200.0,Species,Solanum melongena,820053-1,Useful Plants Data
35004,Solanum nelsonii,Solanum nelsonii Dunal,0,0,0,0,0,0,0,1,0,1,Solanum nelsonii,820218-1,,1032252.0,Solanum nelsonii Dunal,Accepted,820218-1,,1032252.0,Species,Solanum nelsonii,820218-1,Useful Plants Data
35043,Solanum pseudocapsicum,Solanum pseudocapsicum L.,0,1,0,0,0,1,1,1,0,4,Solanum pseudocapsicum,316948-2,,1032424.0,Solanum pseudocapsicum L.,Accepted,316948-2,,1032424.0,Species,Solanum pseudocapsicum,316948-2,Useful Plants Data
35068,Solanum seaforthianum,Solanum seaforthianum Andrews,0,1,0,0,0,1,1,1,0,4,Solanum seaforthianum,316949-2,,1032564.0,Solanum seaforthianum Andrews,Accepted,316949-2,,1032564.0,Species,Solanum seaforthianum,316949-2,Useful Plants Data
35091,Solanum terminale,Solanum terminale Forssk.,0,0,0,1,0,1,1,1,0,4,Solanum terminale,821239-1,,1032687.0,Solanum terminale Forssk.,Accepted,821239-1,,1032687.0,Species,Solanum terminale,821239-1,Useful Plants Data
35095,Solanum torvum,Solanum torvum Sw.,0,1,0,1,0,1,1,1,1,7,Solanum torvum,821287-1,,1032708.0,Solanum torvum Sw.,Accepted,821287-1,,1032708.0,Species,Solanum torvum,821287-1,Useful Plants Data
35098,Solanum triflorum,Solanum triflorum Nutt.,0,0,0,0,0,0,1,1,0,2,Solanum triflorum,821310-1,,1032723.0,Solanum triflorum Nutt.,Accepted,821310-1,,1032723.0,Species,Solanum triflorum,821310-1,Useful Plants Data
35103,Solanum tuberosum,Solanum tuberosum L.,1,1,0,1,0,1,1,1,1,8,Solanum tuberosum,821337-1,,909724.0,Solanum tuberosum L.,Accepted,821337-1,,909724.0,Species,Solanum tuberosum,821337-1,Useful Plants Data
35114,Solanum villosum,Solanum villosum Mill.,1,0,0,1,0,0,1,1,0,5,Solanum villosum,285344-2,,915961.0,Solanum villosum Mill.,Accepted,285344-2,,915961.0,Species,Solanum villosum,285344-2,Useful Plants Data
35138,Solidago missouriensis,Solidago missouriensis Nutt.,0,0,0,1,0,0,0,1,0,2,Solidago missouriensis,249712-1,,1101615.0,Solidago missouriensis Nutt.,Accepted,249712-1,,1101615.0,Species,Solidago missouriensis,249712-1,Useful Plants Data
35139,Solidago mollis,Solidago mollis Bartl.,0,0,0,0,0,0,1,1,0,2,Solidago mollis,249713-1,,1101622.0,Solidago mollis Bartl.,Accepted,249713-1,,1101622.0,Species,Solidago mollis,249713-1,Useful Plants Data
35151,Solidago spectabilis,Solidago spectabilis (D.C.Eaton) A.Gray,0,0,0,0,0,0,0,1,0,1,Solidago spectabilis,240524-2,,1101896.0,Solidago spectabilis (D.C.Eaton) A.Gray,Accepted,240524-2,,1101896.0,Species,Solidago spectabilis,240524-2,Useful Plants Data
35155,Soliva sessilis,Soliva sessilis Ruiz & Pav.,0,0,0,0,0,0,0,1,0,1,Soliva sessilis,330243-2,,1106524.0,Soliva sessilis Ruiz & Pav.,Accepted,330243-2,,1106524.0,Species,Soliva sessilis,330243-2,Useful Plants Data
35190,Sophora alopecuroides,Sophora alopecuroides L.,0,0,0,0,0,0,1,1,0,2,Sophora alopecuroides,518788-1,,597426.0,Sophora alopecuroides L.,Accepted,518788-1,,597426.0,Species,Sophora alopecuroides,518788-1,Useful Plants Data
35193,Styphnolobium japonicum,Styphnolobium japonicum (L.) Schott,0,1,0,1,0,1,1,1,1,6,Sophora japonica,518861-1,,597225.0,Sophora japonica L.,Synonym,1119529-2,,598486.0,Species,Styphnolobium japonicum,1119529-2,Useful Plants Data
35197,Sophora mollis,Sophora mollis (Royle) Graham ex Baker,0,0,0,0,0,0,1,1,0,2,Sophora mollis,77084756-1,,605564.0,Sophora mollis (Royle) Graham ex Baker,Accepted,77084756-1,,605564.0,Species,Sophora mollis,77084756-1,Useful Plants Data
35201,Sophora tomentosa,Sophora tomentosa L.,1,1,0,1,0,1,1,1,0,6,Sophora tomentosa,518954-1,,597292.0,Sophora tomentosa L.,Accepted,518954-1,,597292.0,Species,Sophora tomentosa,518954-1,Useful Plants Data
35237,Sorghastrum nutans,Sorghastrum nutans (L.) Nash,1,1,0,0,0,0,0,1,0,3,Sorghastrum nutans,240823-2,443203.0,,Sorghastrum nutans Nash in Small,Accepted,240823-2,443203.0,,Species,Sorghastrum nutans,240823-2,Useful Plants Data
35241,Sorghum drummondii,Sorghum drummondii (Nees ex Steud.) Millsp. & Chase,1,0,0,0,0,0,1,1,0,3,Sorghum × drummondii,1058910-2,443227.0,,Sorghum × drummondii (Steud.) Nees ex Millsp. & Chase,Accepted,1058910-2,443227.0,,Species,Sorghum drummondii,1058910-2,Useful Plants Data
35244,Sorghum arundinaceum,Sorghum arundinaceum (Desv.) Stapf,1,1,1,1,0,1,1,1,0,8,Sorghum arundinaceum,422078-1,443257.0,,Sorghum arundinaceum (Desv.) Stapf,Accepted,422078-1,443257.0,,Species,Sorghum arundinaceum,422078-1,Useful Plants Data
35245,Sorghum bicolor,Sorghum bicolor (L.) Moench,1,1,1,1,0,1,1,1,1,9,Sorghum bicolor,422090-1,443283.0,,Sorghum bicolor (L.) Moench,Accepted,422090-1,443283.0,,Species,Sorghum bicolor,422090-1,Useful Plants Data
35260,Sorghum purpureosericeum,Sorghum purpureosericeum (Hochst. ex A.Rich.) Schweinf. & Asch.,1,0,0,1,0,1,0,1,0,5,Sorghum purpureosericeum,422189-1,443616.0,,Sorghum purpureosericeum (Hochst. ex A.Rich.) Schweinf. & Asch.,Accepted,422189-1,443616.0,,Species,Sorghum purpureosericeum,422189-1,Useful Plants Data
35264,Sorghum virgatum,Sorghum virgatum (Hack.) Stapf,1,1,1,1,0,1,0,1,0,7,Sorghum virgatum,422231-1,443724.0,,Sorghum virgatum Stapf,Accepted,422231-1,443724.0,,Species,Sorghum virgatum,422231-1,Useful Plants Data
35280,Soymida febrifuga,Soymida febrifuga (Roxb.) A.Juss.,0,0,0,0,0,1,1,1,0,3,Soymida febrifuga,941499-1,,601169.0,Soymida febrifuga (Roxb.) A.Juss.,Accepted,941499-1,,601169.0,Species,Soymida febrifuga,941499-1,Useful Plants Data
35305,Spartium junceum,Spartium junceum L.,0,1,0,1,0,1,1,1,0,5,Spartium junceum,519057-1,,597714.0,Spartium junceum L.,Accepted,519057-1,,597714.0,Species,Spartium junceum,519057-1,Useful Plants Data
35319,Spathodea campanulata,Spathodea campanulata P.Beauv.,1,1,1,1,0,1,1,1,1,9,Spathodea campanulata,110661-1,318309.0,,Spathodea campanulata P.Beauv.,Accepted,110661-1,318309.0,,Species,Spathodea campanulata,110661-1,Useful Plants Data
35366,Spermacoce verticillata,Spermacoce verticillata L.,1,0,0,0,0,1,1,1,0,4,Spermacoce verticillata,767031-1,193935.0,,Spermacoce verticillata L.,Accepted,767031-1,193935.0,,Species,Spermacoce verticillata,767031-1,Useful Plants Data
35422,Sphagneticola trilobata,Sphagneticola trilobata (L.) Pruski,0,1,0,0,0,0,1,1,0,3,Sphagneticola trilobata,1093589-2,,1122192.0,Sphagneticola trilobata (L.) Pruski,Accepted,1093589-2,,1122192.0,Species,Sphagneticola trilobata,1093589-2,Useful Plants Data
35424,Sphedamnocarpus pruriens,Sphedamnocarpus pruriens (A.Juss.) Szyszyl.,0,0,0,0,0,0,1,1,0,2,Sphedamnocarpus pruriens,557456-1,,596462.0,Sphedamnocarpus pruriens (A.Juss.) Szyszyl.,Accepted,557456-1,,596462.0,Species,Sphedamnocarpus pruriens,557456-1,Useful Plants Data
35435,Sphenostylis stenocarpa,Sphenostylis stenocarpa (Hochst. ex A.Rich.) Harms,0,1,0,1,0,0,1,1,0,5,Sphenostylis stenocarpa,519235-1,,596816.0,Sphenostylis stenocarpa (Hochst. ex A.Rich.) Harms,Accepted,519235-1,,596816.0,Species,Sphenostylis stenocarpa,519235-1,Useful Plants Data
35438,Spigelia anthelmia,Spigelia anthelmia L.,1,0,0,1,0,1,1,1,1,6,Spigelia anthelmia,318920-2,,598653.0,Spigelia anthelmia L.,Accepted,318920-2,,598653.0,Species,Spigelia anthelmia,318920-2,Useful Plants Data
35441,Spigelia marilandica,Spigelia marilandica (L.) L.,0,1,0,0,0,0,1,1,0,3,Spigelia marilandica,546966-1,,597936.0,Spigelia marilandica (L.) L.,Accepted,546966-1,,597936.0,Species,Spigelia marilandica,546966-1,Useful Plants Data
35445,Spinacia oleracea,Spinacia oleracea L.,0,0,0,1,0,0,1,1,0,4,Spinacia oleracea,167384-1,,483900.0,Spinacia oleracea L.,Accepted,167384-1,,483900.0,Species,Spinacia oleracea,167384-1,Useful Plants Data
35478,Spirostachys africana,Spirostachys africana Sond.,1,1,0,1,0,1,1,1,1,7,Spirostachys africana,356435-1,194612.0,,Spirostachys africanus Sond.,Accepted,356435-1,194612.0,,Species,Spirostachys africana,356435-1,Useful Plants Data
35479,Spirostachys venenifera,Spirostachys venenifera (Pax) Pax,0,0,0,0,0,1,1,1,0,3,Spirostachys venenifera,356439-1,194621.0,,Spirostachys venenifera Pax,Accepted,356439-1,194621.0,,Species,Spirostachys venenifera,356439-1,Useful Plants Data
35483,Spondianthus preussii,Spondianthus preussii Engl.,0,0,1,1,0,1,1,1,1,6,Spondianthus preussii,71435-1,194632.0,,Spondianthus preussii Engl.,Accepted,71435-1,194632.0,,Species,Spondianthus preussii,71435-1,Useful Plants Data
35485,Spondias mombin,Spondias mombin L.,1,1,1,1,1,1,1,1,1,10,Spondias mombin,71480-1,,480696.0,Spondias mombin L.,Accepted,71480-1,,480696.0,Species,Spondias mombin,71480-1,Useful Plants Data
35546,Stachys arvensis,Stachys arvensis (L.) L.,0,0,0,0,0,0,1,1,0,2,Stachys arvensis,459319-1,194811.0,,Stachys arvensis L.,Accepted,459319-1,194811.0,,Species,Stachys arvensis,459319-1,Useful Plants Data
35569,Stachys pyramidalis,Stachys pyramidalis J.K.Morton,0,0,0,0,0,1,1,1,0,3,Stachys pyramidalis,459892-1,195511.0,,Stachys pyramidalis J.K.Morton,Accepted,459892-1,195511.0,,Species,Stachys pyramidalis,459892-1,Useful Plants Data
35583,Stachytarpheta mutabilis,Stachytarpheta mutabilis (Jacq.) Vahl,0,1,0,1,0,1,1,1,0,5,Stachytarpheta mutabilis,243385-2,195949.0,,Stachytarpheta mutabilis (Jacq.) Vahl,Accepted,243385-2,195949.0,,Species,Stachytarpheta mutabilis,243385-2,Useful Plants Data
35593,Stanleya albescens,Stanleya albescens M.E.Jones,0,0,0,1,0,0,0,1,0,2,Stanleya albescens,298782-2,,475586.0,Stanleya albescens M.E.Jones,Accepted,298782-2,,475586.0,Species,Stanleya albescens,298782-2,Useful Plants Data
35594,Stanleya elata,Stanleya elata M.E.Jones,0,0,0,1,0,0,0,1,0,2,Stanleya elata,298790-2,,475572.0,Stanleya elata M.E.Jones,Accepted,298790-2,,475572.0,Species,Stanleya elata,298790-2,Useful Plants Data
35595,Stanleya pinnata,Stanleya pinnata (Pursh) Britton,0,0,0,1,0,0,1,1,0,3,Stanleya pinnata,298794-2,,475569.0,Stanleya pinnata (Pursh) Britton,Accepted,298794-2,,475569.0,Species,Stanleya pinnata,298794-2,Useful Plants Data
35633,Stellaria graminea,Stellaria graminea L.,0,0,0,0,0,0,1,1,0,2,Stellaria graminea,310207-2,,482031.0,Stellaria graminea L.,Accepted,310207-2,,482031.0,Species,Stellaria graminea,310207-2,Useful Plants Data
35634,Stellaria media,Stellaria media (L.) Vill.,1,1,0,1,0,1,1,1,0,7,Stellaria media,159330-1,,481938.0,Stellaria media (L.) Vill.,Accepted,159330-1,,481938.0,Species,Stellaria media,159330-1,Useful Plants Data
35640,Stellera chamaejasme,Stellera chamaejasme L.,0,0,0,0,0,1,1,1,0,3,Stellera chamaejasme,832760-1,,594440.0,Stellera chamaejasme L.,Accepted,832760-1,,594440.0,Species,Stellera chamaejasme,832760-1,Useful Plants Data
35651,Stemona burkillii,Stemona burkillii Prain,0,0,0,0,0,0,1,1,0,2,Stemona burkillii,742801-1,308840.0,,Stemona burkillii Prain,Accepted,742801-1,308840.0,,Species,Stemona burkillii,742801-1,Useful Plants Data
35652,Stemona collinsiae,Stemona collinsiae Craib,0,0,0,0,0,0,1,1,0,2,Stemona collinsiae,821985-1,288284.0,,Stemona collinsae Craib,Accepted,821985-1,288284.0,,Species,Stemona collinsiae,821985-1,Useful Plants Data
35658,Stemona tuberosa,Stemona tuberosa Lour.,0,0,0,1,0,0,1,1,0,3,Stemona tuberosa,742815-1,308852.0,,Stemona tuberosa Lour.,Accepted,742815-1,308852.0,,Species,Stemona tuberosa,742815-1,Useful Plants Data
35671,Stenanthium densum,Stenanthium densum (Desr.) Zomlefer & Judd,0,0,0,0,0,0,0,1,0,1,Stenanthium densum,1029622-2,288065.0,,Stenanthium densum (Desr.) Zomlefer & Judd,Accepted,1029622-2,288065.0,,Species,Stenanthium densum,1029622-2,Useful Plants Data
35678,Stenocereus gummosus,Stenocereus gummosus (Engelm.) A.C.Gibson & K.E.Horak,0,0,0,1,0,1,0,1,1,4,Stenocereus gummosus,244635-2,,485928.0,Stenocereus gummosus (Engelm.) A.C.Gibson & K.E.Horak,Accepted,244635-2,,485928.0,Species,Stenocereus gummosus,244635-2,Useful Plants Data
35698,Stephania abyssinica,Stephania abyssinica (Quart.-Dill. & A.Rich.) Walp.,0,0,0,1,0,1,1,1,0,4,Stephania abyssinica,581384-1,,601576.0,Stephania abyssinica (Quart.-Dill. & A.Rich.) Walp.,Accepted,581384-1,,601576.0,Species,Stephania abyssinica,581384-1,Useful Plants Data
35704,Stephania dinklagei,Stephania dinklagei (Engl.) Diels,0,0,0,1,0,1,1,1,0,4,Stephania dinklagei,581415-1,,601556.0,Stephania dinklagei (Engl.) Diels,Accepted,581415-1,,601556.0,Species,Stephania dinklagei,581415-1,Useful Plants Data
35710,Stephania japonica,Stephania japonica (Thunb.) Miers,0,0,0,0,0,1,1,1,0,3,Stephania japonica,581449-1,,601355.0,Stephania japonica (Thunb.) Miers,Accepted,581449-1,,601355.0,Species,Stephania japonica,581449-1,Useful Plants Data
35736,Sterculia apetala,Sterculia apetala (Jacq.) H.Karst.,0,1,0,0,0,0,1,1,0,3,Sterculia apetala,245150-2,,579936.0,Sterculia apetala (Jacq.) H.Karst.,Accepted,245150-2,,579936.0,Species,Sterculia apetala,245150-2,Useful Plants Data
35743,Sterculia cordata,Sterculia cordata Blume,0,0,0,0,0,1,1,1,0,3,Sterculia cordata,825180-1,,580172.0,Sterculia cordata Blume,Accepted,825180-1,,580172.0,Species,Sterculia cordata,825180-1,Useful Plants Data
35749,Sterculia foetida,Sterculia foetida L.,1,1,0,1,0,1,1,1,0,7,Sterculia foetida,825227-1,,579743.0,Sterculia foetida L.,Accepted,825227-1,,579743.0,Species,Sterculia foetida,825227-1,Useful Plants Data
35775,Sterculia setigera,Sterculia setigera Delile,0,1,1,1,0,1,1,1,1,8,Sterculia setigera,825462-1,,580981.0,Sterculia setigera Delile,Accepted,825462-1,,580981.0,Species,Sterculia setigera,825462-1,Useful Plants Data
35811,Stevia salicifolia,Stevia salicifolia Cav.,0,0,0,0,0,0,1,1,0,2,Stevia salicifolia,251551-1,,1130203.0,Stevia salicifolia Cav.,Accepted,251551-1,,1130203.0,Species,Stevia salicifolia,251551-1,Useful Plants Data
35843,Stillingia treculiana,Stillingia treculiana (Müll.Arg.) I.M.Johnst.,0,0,0,0,0,0,0,1,0,1,Stillingia treculiana,245907-2,198001.0,,Stillingia treculiana I.M.Johnst.,Accepted,245907-2,198001.0,,Species,Stillingia treculiana,245907-2,Useful Plants Data
35844,Stipa barbata,Stipa barbata Desf.,1,0,0,0,0,0,0,1,0,2,Stipa barbata,423140-1,444755.0,,Stipa barbata Desf.,Accepted,423140-1,444755.0,,Species,Stipa barbata,423140-1,Useful Plants Data
35847,Stipa comata,Stipa comata Trin. & Rupr.,1,1,0,0,0,0,0,1,0,3,Stipa comata,423233-1,444901.0,,Stipa comata Trin. & Rupr.,Accepted,423233-1,444901.0,,Species,Stipa comata,423233-1,Useful Plants Data
35856,Stipa robusta,Stipa robusta (Vasey) Scribn.,0,0,0,0,0,0,1,1,0,2,Stipa robusta,246291-2,445658.0,,Stipa robusta (Vasey) Scribn.,Accepted,246291-2,445658.0,,Species,Stipa robusta,246291-2,Useful Plants Data
35859,Stipa spartea,Stipa spartea Trin.,0,0,0,0,0,0,1,1,0,2,Stipa spartea,246312-2,445751.0,,Stipa spartea Trin.,Accepted,246312-2,445751.0,,Species,Stipa spartea,246312-2,Useful Plants Data
35877,Stipagrostis obtusa,Stipagrostis obtusa (Delile) Nees,1,1,0,1,0,0,0,1,0,4,Stipagrostis obtusa,423913-1,445979.0,,Stipagrostis obtusa Nees,Accepted,423913-1,445979.0,,Species,Stipagrostis obtusa,423913-1,Useful Plants Data
35883,Stipagrostis uniplumis,Stipagrostis uniplumis (Licht.) De Winter,1,1,0,1,1,1,0,1,0,7,Stipagrostis uniplumis,423934-1,446016.0,,Stipagrostis uniplumis (Licht.) De Winter,Accepted,423934-1,446016.0,,Species,Stipagrostis uniplumis,423934-1,Useful Plants Data
35898,Streblus asper,Streblus asper Lour.,1,0,0,0,0,1,1,1,1,5,Streblus asper,856662-1,,602844.0,Streblus asper Lour.,Accepted,856662-1,,602844.0,Species,Streblus asper,856662-1,Useful Plants Data
35919,Streptoglossa bubakii,Streptoglossa bubakii (Domin) Dunlop,0,0,0,0,0,1,1,1,0,3,Streptoglossa bubakii,909723-1,,1115368.0,Streptoglossa bubakii (Domin) Dunlop,Accepted,909723-1,,1115368.0,Species,Streptoglossa bubakii,909723-1,Useful Plants Data
35927,Striga asiatica,Striga asiatica (L.) Kuntze,1,0,0,0,0,1,1,1,1,5,Striga asiatica,809994-1,,587033.0,Striga asiatica (L.) Kuntze,Accepted,809994-1,,587033.0,Species,Striga asiatica,809994-1,Useful Plants Data
35966,Strophanthus amboensis,Strophanthus amboensis (Schinz) Engl. & Pax,1,1,0,0,0,0,1,1,1,5,Strophanthus amboensis,81853-1,198183.0,,Strophanthus amboensis Engl. & Pax ex Pax,Accepted,81853-1,198183.0,,Species,Strophanthus amboensis,81853-1,Useful Plants Data
35969,Strophanthus boivinii,Strophanthus boivinii Baill.,0,1,0,0,0,0,1,1,0,3,Strophanthus boivinii,81862-1,198194.0,,Strophanthus boivinii Baill.,Accepted,81862-1,198194.0,,Species,Strophanthus boivinii,81862-1,Useful Plants Data
35970,Strophanthus caudatus,Strophanthus caudatus (L.) Kurz,0,1,0,0,0,1,1,1,0,4,Strophanthus caudatus,81867-1,198201.0,,Strophanthus caudatus Kurz,Accepted,81867-1,198201.0,,Species,Strophanthus caudatus,81867-1,Useful Plants Data
35971,Strophanthus courmontii,Strophanthus courmontii Sacleux ex Franch.,0,0,0,0,0,1,1,1,0,3,Strophanthus courmontii,81871-1,198206.0,,Strophanthus courmontii Sacleux ex Franch.,Accepted,81871-1,198206.0,,Species,Strophanthus courmontii,81871-1,Useful Plants Data
35972,Strophanthus divaricatus,Strophanthus divaricatus (Lour.) Hook. & Arn.,0,1,0,0,0,0,1,1,0,3,Strophanthus divaricatus,81877-1,198213.0,,Strophanthus divaricatus Hook. & Arn.,Accepted,81877-1,198213.0,,Species,Strophanthus divaricatus,81877-1,Useful Plants Data
35973,Strophanthus eminii,Strophanthus eminii Asch. ex Pax,0,0,0,0,0,0,1,1,0,2,Strophanthus eminii,81881-1,198216.0,,Strophanthus emini Asch. ex Pax,Accepted,81881-1,198216.0,,Species,Strophanthus eminii,81881-1,Useful Plants Data
35976,Strophanthus gracilis,Strophanthus gracilis K.Schum. & Pax,0,0,0,0,0,1,1,1,0,3,Strophanthus gracilis,81892-1,198227.0,,Strophanthus gracilis K.Schum. & Pax ex Pax,Accepted,81892-1,198227.0,,Species,Strophanthus gracilis,81892-1,Useful Plants Data
35977,Strophanthus gratus,Strophanthus gratus (Wall. & Hook.) Baill.,0,1,0,1,0,1,1,1,1,6,Strophanthus gratus,81895-1,198229.0,,Strophanthus gratus Baill.,Accepted,81895-1,198229.0,,Species,Strophanthus gratus,81895-1,Useful Plants Data
35978,Strophanthus hispidus,Strophanthus hispidus DC.,0,1,0,1,0,1,1,1,1,7,Strophanthus hispidus,81900-1,198235.0,,Strophanthus hispidus DC.,Accepted,81900-1,198235.0,,Species,Strophanthus hispidus,81900-1,Useful Plants Data
35980,Strophanthus kombe,Strophanthus kombe Oliv.,0,0,0,1,0,0,1,1,1,4,Strophanthus kombe,81909-1,198243.0,,Strophanthus kombe Oliv.,Accepted,81909-1,198243.0,,Species,Strophanthus kombe,81909-1,Useful Plants Data
35981,Strophanthus luteolus,Strophanthus luteolus Codd,0,0,0,0,0,0,1,1,0,2,Strophanthus luteolus,81917-1,198250.0,,Strophanthus luteolus Codd,Accepted,81917-1,198250.0,,Species,Strophanthus luteolus,81917-1,Useful Plants Data
35986,Strophanthus petersianus,Strophanthus petersianus Klotzsch,0,0,0,0,0,1,1,1,0,3,Strophanthus petersianus,81935-1,198267.0,,Strophanthus petersianus Klotzsch,Accepted,81935-1,198267.0,,Species,Strophanthus petersianus,81935-1,Useful Plants Data
35987,Strophanthus preussii,Strophanthus preussii Engl. & Pax,0,1,0,1,0,1,1,1,0,5,Strophanthus preussii,81938-1,198272.0,,Strophanthus preussii Engl. & Pax ex Pax,Accepted,81938-1,198272.0,,Species,Strophanthus preussii,81938-1,Useful Plants Data
35988,Strophanthus sarmentosus,Strophanthus sarmentosus DC.,0,1,0,1,0,1,1,1,1,6,Strophanthus sarmentosus,81945-1,198277.0,,Strophanthus sarmentosus DC.,Accepted,81945-1,198277.0,,Species,Strophanthus sarmentosus,81945-1,Useful Plants Data
35989,Strophanthus speciosus,Strophanthus speciosus (Ward & Harv.) Reber,0,1,0,0,0,0,1,1,0,3,Strophanthus speciosus,81956-1,198288.0,,Strophanthus speciosus Reber,Accepted,81956-1,198288.0,,Species,Strophanthus speciosus,81956-1,Useful Plants Data
35990,Strophanthus thollonii,Strophanthus thollonii Franch.,0,0,0,0,0,1,1,1,0,3,Strophanthus thollonii,81960-1,198295.0,,Strophanthus thollonii Franch.,Accepted,81960-1,198295.0,,Species,Strophanthus thollonii,81960-1,Useful Plants Data
35992,Strophanthus welwitschii,Strophanthus welwitschii (Baill.) K.Schum.,0,0,0,0,0,0,1,1,0,2,Strophanthus welwitschii,81965-1,198301.0,,Strophanthus welwitschii K.Schum.,Accepted,81965-1,198301.0,,Species,Strophanthus welwitschii,81965-1,Useful Plants Data
36005,Strychnos angolensis,Strychnos angolensis Gilg,0,0,0,0,0,1,1,1,0,3,Strychnos angolensis,547038-1,,598005.0,Strychnos angolensis Gilg,Accepted,547038-1,,598005.0,Species,Strychnos angolensis,547038-1,Useful Plants Data
36006,Strychnos angustiflora,Strychnos angustiflora Benth.,0,0,0,0,0,0,1,1,0,2,Strychnos angustiflora,547039-1,,598004.0,Strychnos angustiflora Benth.,Accepted,547039-1,,598004.0,Species,Strychnos angustiflora,547039-1,Useful Plants Data
36008,Strychnos axillaris,Strychnos axillaris Colebr.,0,1,0,0,0,0,1,1,0,3,Strychnos axillaris,547050-1,,597995.0,Strychnos axillaris Colebr.,Accepted,547050-1,,597995.0,Species,Strychnos axillaris,547050-1,Useful Plants Data
36009,Strychnos barteri,Strychnos barteri Soler.,0,0,0,0,0,1,1,1,0,3,Strychnos barteri,547059-1,,598021.0,Strychnos barteri Soler.,Accepted,547059-1,,598021.0,Species,Strychnos barteri,547059-1,Useful Plants Data
