,Latin name provided,latinNameNoAuthor,Source,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
242,Acacia rovumae,Acacia rovumae,LITTOX,Senegalia rovumae,Senegalia rovumae,77131651-1,77131651-1,Species
243,Acacia salicina,Acacia salicina,LITTOX,Acacia salicina,Acacia salicina,471382-1,471382-1,Species
244,Acacia saligna,Acacia saligna,LITTOX,Acacia saligna,Acacia saligna,471383-1,471383-1,Species
245,Acacia schaffneri,Acacia schaffneri,LITTOX,Vachellia schaffneri,Vachellia schaffneri,60441236-2,60441236-2,Species
246,Acacia schinoides,Acacia schinoides,LITTOX,Acacia schinoides,Acacia schinoides,471409-1,471409-1,Species
247,Acacia schweinfurthii,Acacia schweinfurthii,LITTOX,Senegalia schweinfurthii,Senegalia schweinfurthii,60453642-2,60453642-2,Species
248,Acacia senegal,Acacia senegal,LITTOX,Senegalia senegal,Senegalia senegal,518304-1,518304-1,Species
249,Acacia seyal,Acacia seyal,LITTOX,Vachellia seyal,Vachellia seyal,77089276-1,77089276-1,Species
250,Acacia shirleyi,Acacia shirleyi,LITTOX,Acacia shirleyi,Acacia shirleyi,471465-1,471465-1,Species
251,Acacia sibina,Acacia sibina,LITTOX,Acacia sibina,Acacia sibina,471469-1,471469-1,Species
252,Acacia sibirica,Acacia sibirica,LITTOX,Acacia sibirica,Acacia sibirica,471470-1,471470-1,Species
253,Acacia sieberana,Acacia sieberana,LITTOX,,,,,
254,Acacia sieberana var. woodii,Acacia sieberana var. woodii,LITTOX,,,,,
255,Acacia sieberiana,Acacia sieberiana,LITTOX,Acacia terminalis,Acacia terminalis,471643-1,471643-1,Species
256,Acacia signata,Acacia signata,LITTOX,Acacia signata,Acacia signata,471476-1,471476-1,Species
257,Acacia signata 'yorkrakinensis' variant,Acacia signata 'yorkrakinensis' variant,LITTOX,Acacia signata,Acacia signata,471476-1,471476-1,Species
258,Acacia simplicifolia,Acacia simplicifolia,LITTOX,Acacia simplex,Acacia simplex,471481-1,471481-1,Species
259,Acacia sp. aff. atkinsiana,Acacia sp. aff. atkinsiana,LITTOX,Acacia,,,325783-2,Genus
260,Acacia sp. aff. blakei,Acacia sp. aff. blakei,LITTOX,Acacia,,,325783-2,Genus
261,Acacia sp. aff. citrinoviridis,Acacia sp. aff. citrinoviridis,LITTOX,Acacia,,,325783-2,Genus
262,Acacia sp. aff. kempeana,Acacia sp. aff. kempeana,LITTOX,Acacia,,,325783-2,Genus
263,Acacia sp. aff. macdonnelliensis,Acacia sp. aff. macdonnelliensis,LITTOX,Acacia,,,325783-2,Genus
264,Acacia spadicigera,Acacia spadicigera,LITTOX,Vachellia cornigera,Vachellia cornigera,60441209-2,60441209-2,Species
265,Acacia sparsiflora,Acacia sparsiflora,LITTOX,Acacia sparsiflora,Acacia sparsiflora,471507-1,471507-1,Species
266,Acacia spectabilis,Acacia spectabilis,LITTOX,Acacia spectabilis,Acacia spectabilis,471513-1,471513-1,Species
267,Acacia sphaerocephala,Acacia sphaerocephala,LITTOX,Vachellia sphaerocephala,Vachellia sphaerocephala,60441238-2,60441238-2,Species
268,Acacia stolonifera,Acacia stolonifera,LITTOX,Vachellia hebeclada subsp. hebeclada,Vachellia hebeclada,77131721-1,77208494-1,Subspecies
269,Acacia stowardii,Acacia stowardii,LITTOX,Acacia sibirica,Acacia sibirica,471470-1,471470-1,Species
270,Acacia stricta,Acacia stricta,LITTOX,Acacia stricta,Acacia stricta,471561-1,471561-1,Species
271,Acacia stuhlmannii,Acacia stuhlmannii,LITTOX,Vachellia stuhlmannii,Vachellia stuhlmannii,77131785-1,77131785-1,Species
272,Acacia suaveolens,Acacia suaveolens,LITTOX,Acacia suaveolens,Acacia suaveolens,471572-1,471572-1,Species
273,Acacia sulcipes,Acacia sulcipes,LITTOX,Acacia parramattensis,Acacia parramattensis,471083-1,471083-1,Species
274,Acacia sutherlandii,Acacia sutherlandii,LITTOX,Vachellia sutherlandii,Vachellia sutherlandii,77079809-1,77079809-1,Species
275,Acacia tenuissima,Acacia tenuissima,LITTOX,Acacia tenuissima,Acacia tenuissima,471636-1,471636-1,Species
276,Acacia tephrina,Acacia tephrina,LITTOX,Acacia tephrina,Acacia tephrina,896831-1,896831-1,Species
277,Acacia tortilis,Acacia tortilis,LITTOX,Vachellia tortilis,Vachellia tortilis,77087190-1,77087190-1,Species
278,Acacia tortilis ssp.heterocantha,Acacia tortilis ssp.heterocantha,LITTOX,Vachellia tortilis,Vachellia tortilis,77087190-1,77087190-1,Species
279,Acacia tortilis subsp. Heteracantha,Acacia tortilis subsp. Heteracantha,LITTOX,Vachellia tortilis,Vachellia tortilis,77087190-1,77087190-1,Species
280,Acacia tortillis ssp. heteracantha,Acacia tortillis ssp. heteracantha,LITTOX,,,,,
281,Acacia tortuosa,Acacia tortuosa,LITTOX,Prosopis laevigata,Prosopis laevigata,210461-2,210461-2,Species
282,Acacia trachycarpa,Acacia trachycarpa,LITTOX,Acacia trachycarpa,Acacia trachycarpa,471666-1,471666-1,Species
283,Acacia tumida,Acacia tumida,LITTOX,Acacia tumida,Acacia tumida,471699-1,471699-1,Species
284,Acacia velutina,Acacia velutina,LITTOX,Senegalia velutina,Senegalia velutina,77085273-1,77085273-1,Species
285,Acacia venosa,Acacia venosa,LITTOX,Senegalia venosa,Senegalia venosa,77131667-1,77131667-1,Species
286,Acacia verek,Acacia verek,LITTOX,Senegalia senegal,Senegalia senegal,518304-1,518304-1,Species
287,Acacia verniciflua,Acacia verniciflua,LITTOX,Acacia verniciflua,Acacia verniciflua,471746-1,471746-1,Species
288,Acacia vernicosa,Acacia vernicosa,LITTOX,Acacia incrassata,Acacia incrassata,470587-1,470587-1,Species
289,Acacia verticillata,Acacia verticillata,LITTOX,Acacia verticillata,Acacia verticillata,471751-1,471751-1,Species
290,Acacia victoriae,Acacia victoriae,LITTOX,Acacia victoriae,Acacia victoriae,471757-1,471757-1,Species
291,Acacia villosa,Acacia villosa,LITTOX,Acaciella villosa,Acaciella villosa,762-2,762-2,Species
292,Acacia welwitschii subsp. Delagoensis,Acacia welwitschii subsp. Delagoensis,LITTOX,Senegalia welwitschii,Senegalia welwitschii,77131669-1,77131669-1,Species
293,Acacia willardiana,Acacia willardiana,LITTOX,Mariosousa heterophylla,Mariosousa heterophylla,77194267-1,77194267-1,Species
294,Acacia wrightii,Acacia wrightii,LITTOX,Senegalia wrightii,Senegalia wrightii,234376-2,234376-2,Species
295,Acacia yorkrakinensis subsp. acrita,Acacia yorkrakinensis subsp. acrita,LITTOX,Acacia yorkrakinensis subsp. acrita,Acacia yorkrakinensis,471824-1,981018-1,Subspecies
296,Acacia yorkrakinensis subsp. yorkakinensis,Acacia yorkrakinensis subsp. yorkakinensis,LITTOX,Acacia yorkrakinensis,Acacia yorkrakinensis,471824-1,471824-1,Species
297,Acacieae,Acacieae,LITTOX,,,,,
298,Acacta giraffae,Acacta giraffae,LITTOX,,,,,
299,Acalypha,Acalypha,LITTOX,Acalypha,,,327639-2,Genus
300,Acalypha alopecurioides,Acalypha alopecurioides,LITTOX,,,,,
301,Acalypha betulina,Acalypha betulina,LITTOX,Cephalocroton cordofanus,Cephalocroton cordofanus,340474-1,340474-1,Species
302,Acalypha evrardii,Acalypha evrardii,LITTOX,Acalypha siamensis,Acalypha siamensis,337811-1,337811-1,Species
303,Acalypha fruticosa,Acalypha fruticosa,LITTOX,Acalypha fruticosa,Acalypha fruticosa,337407-1,337407-1,Species
304,Acalypha hispida,Acalypha hispida,LITTOX,Acalypha hispida,Acalypha hispida,337478-1,337478-1,Species
305,Acalypha indica,Acalypha indica,LITTOX,Acalypha indica,Acalypha indica,337497-1,337497-1,Species
306,Acalypha lanceolata,Acalypha lanceolata,LITTOX,Acalypha lanceolata,Acalypha lanceolata,337529-1,337529-1,Species
307,Acalypha paniculata,Acalypha paniculata,LITTOX,Acalypha paniculata,Acalypha paniculata,337668-1,337668-1,Species
308,Acalypha punctata,Acalypha punctata,LITTOX,Acalypha punctata,Acalypha punctata,337730-1,337730-1,Species
309,Acalypha sanderiana,Acalypha sanderiana,LITTOX,Acalypha hispida,Acalypha hispida,337478-1,337478-1,Species
310,Acalypha siamensis,Acalypha siamensis,LITTOX,Acalypha siamensis,Acalypha siamensis,337811-1,337811-1,Species
311,Acalypha virginica,Acalypha virginica,LITTOX,Acalypha virginica,Acalypha virginica,1586-2,1586-2,Species
312,Acalypha wilkesiana,Acalypha wilkesiana,LITTOX,Acalypha wilkesiana,Acalypha wilkesiana,337939-1,337939-1,Species
313,Acalyphoideae,Acalyphoideae,LITTOX,,,,,
314,Acampe,Acampe,LITTOX,Acampe,,,331130-2,Genus
315,Acampe wightiana,Acampe wightiana,LITTOX,Acampe praemorsa var. praemorsa,Acampe praemorsa,614591-1,77194594-1,Variety
316,Acanthaceae,Acanthaceae,LITTOX,,,,,
317,Acanthocereus pentagonus,Acanthocereus pentagonus,LITTOX,Acanthocereus tetragonus,Acanthocereus tetragonus,1646-2,1646-2,Species
318,Acanthocystis geogenius,Acanthocystis geogenius,LITTOX,,,,,
319,Acantholimon lycopodioides,Acantholimon lycopodioides,LITTOX,Acantholimon lycopodioides,Acantholimon lycopodioides,686054-1,686054-1,Species
320,Acanthopanax,Acanthopanax,LITTOX,Eleutherococcus,,,328246-2,Genus
321,Acanthopanax senticosus,Acanthopanax senticosus,LITTOX,Eleutherococcus senticosus,Eleutherococcus senticosus,90431-1,90431-1,Species
322,Acanthosicyos,Acanthosicyos,LITTOX,Acanthosicyos,,,13182-1,Genus
323,Acanthosicyos horrida,Acanthosicyos horrida,LITTOX,Acanthosicyos horridus,Acanthosicyos horridus,291170-1,291170-1,Species
324,Acanthosicyos horridos,Acanthosicyos horridos,LITTOX,,,,,
325,Acanthosicyos naudinianus,Acanthosicyos naudinianus,LITTOX,Citrullus naudinianus,Citrullus naudinianus,291939-1,291939-1,Species
326,Acanthospermum,Acanthospermum,LITTOX,Acanthospermum,,,7389-1,Genus
327,Acanthospermum australe,Acanthospermum australe,LITTOX,Acanthospermum australe,Acanthospermum australe,1692-2,1692-2,Species
328,Acanthospermum brasilium,Acanthospermum brasilium,LITTOX,Acanthospermum australe,Acanthospermum australe,1692-2,1692-2,Species
329,Acanthospermum hispidum,Acanthospermum hispidum,LITTOX,Acanthospermum hispidum,Acanthospermum hispidum,173718-1,173718-1,Species
330,Acanthus spinosus,Acanthus spinosus,LITTOX,Acanthus spinosus,Acanthus spinosus,44920-1,44920-1,Species
331,Acasia greggii,Acasia greggii,LITTOX,,,,,
332,Acca sellowiana,Acca sellowiana,LITTOX,Feijoa sellowiana,Feijoa sellowiana,596467-1,596467-1,Species
333,Acer,Acer,LITTOX,Acer,,,328248-2,Genus
334,Acer as 'maple',Acer as 'maple',LITTOX,,,,,
335,Acer barbatum,Acer barbatum,LITTOX,Acer saccharum subsp. floridanum,Acer saccharum,56795-1,1920-2,Subspecies
336,Acer campestre,Acer campestre,LITTOX,Acer campestre,Acer campestre,781250-1,781250-1,Species
337,Acer cissifolium,Acer cissifolium,LITTOX,Acer cissifolium,Acer cissifolium,781261-1,781261-1,Species
338,Acer glabrum,Acer glabrum,LITTOX,Acer glabrum,Acer glabrum,781318-1,781318-1,Species
339,Acer macrophyllum,Acer macrophyllum,LITTOX,Acer macrophyllum,Acer macrophyllum,317376-2,317376-2,Species
340,Acer mospessulanum,Acer mospessulanum,LITTOX,,,,,
341,Acer negundo,Acer negundo,LITTOX,Acer negundo,Acer negundo,781412-1,781412-1,Species
342,Acer nuqunde,Acer nuqunde,LITTOX,,,,,
343,Acer opalus,Acer opalus,LITTOX,Acer opalus,Acer opalus,781424-1,781424-1,Species
344,Acer pensylvanicum,Acer pensylvanicum,LITTOX,Acer pensylvanicum,Acer pensylvanicum,781446-1,781446-1,Species
345,Acer pictum,Acer pictum,LITTOX,Acer pictum,Acer pictum,56779-1,56779-1,Species
346,Acer platanoides,Acer platanoides,LITTOX,Acer platanoides,Acer platanoides,781455-1,781455-1,Species
347,Acer platenoides,Acer platenoides,LITTOX,,,,,
348,Acer pseudoplatanus,Acer pseudoplatanus,LITTOX,Acer pseudoplatanus,Acer pseudoplatanus,781462-1,781462-1,Species
349,Acer rubrum,Acer rubrum,LITTOX,Acer rubrum,Acer rubrum,1867-2,1867-2,Species
350,Acer saccharinum,Acer saccharinum,LITTOX,Acer saccharinum,Acer saccharinum,1892-2,1892-2,Species
351,Acer saccharophorum,Acer saccharophorum,LITTOX,Acer saccharum subsp. saccharum,Acer saccharum,56795-1,77227117-1,Subspecies
352,Acer saccharum,Acer saccharum,LITTOX,Acer saccharum,Acer saccharum,56795-1,56795-1,Species
353,Acer saccharum subsp. floridanum,Acer saccharum subsp. floridanum,LITTOX,Acer saccharum subsp. floridanum,Acer saccharum,56795-1,1920-2,Subspecies
354,Acer saccharum subsp. grandidentatum,Acer saccharum subsp. grandidentatum,LITTOX,Acer grandidentatum,Acer grandidentatum,1798-2,1798-2,Species
355,Acer saccharum subsp. leucoderme,Acer saccharum subsp. leucoderme,LITTOX,Acer saccharum subsp. leucoderme,Acer saccharum,56795-1,1927-2,Subspecies
356,Acer saccharum subsp. nigrum,Acer saccharum subsp. nigrum,LITTOX,Acer saccharum subsp. nigrum,Acer saccharum,56795-1,1929-2,Subspecies
357,Acer saccharum subsp. saccharum,Acer saccharum subsp. saccharum,LITTOX,Acer saccharum subsp. saccharum,Acer saccharum,56795-1,77227117-1,Subspecies
358,Acer saccharum subsp. schneckii,Acer saccharum subsp. schneckii,LITTOX,Acer saccharum var. schneckii,Acer saccharum,56795-1,1939-2,Variety
359,Acer saccharum subsp. skutchii,Acer saccharum subsp. skutchii,LITTOX,Acer skutchii,Acer skutchii,1948-2,1948-2,Species
360,Acer spicatum,Acer spicatum,LITTOX,Acer spicatum,Acer spicatum,781514-1,781514-1,Species
361,Aceraceae,Aceraceae,LITTOX,Acer,,,328248-2,Genus
362,Acetobacter ketogenum,Acetobacter ketogenum,LITTOX,,,,,
363,Acetosa acetosella,Acetosa acetosella,LITTOX,Rumex acetosella,Rumex acetosella,224391-2,224391-2,Species
364,Acetosa pratense,Acetosa pratense,LITTOX,,,,,
365,Acetosa vesicaria,Acetosa vesicaria,LITTOX,Rumex vesicarius,Rumex vesicarius,697616-1,697616-1,Species
366,Acetosella angliocarpa,Acetosella angliocarpa,LITTOX,,,,,
367,Acetosella vulgaris,Acetosella vulgaris,LITTOX,Rumex acetosella,Rumex acetosella,224391-2,224391-2,Species
368,Achantherum,Achantherum,LITTOX,,,,,
369,Achariaceae,Achariaceae,LITTOX,Acharia,,,31726-1,Genus
370,Achillae lanulosa,Achillae lanulosa,LITTOX,,,,,
371,Achillea,Achillea,LITTOX,Achillea,,,60436826-2,Genus
372,Achillea ageratum,Achillea ageratum,LITTOX,Achillea ageratum,Achillea ageratum,173792-1,173792-1,Species
373,Achillea atrata,Achillea atrata,LITTOX,Achillea atrata,Achillea atrata,173829-1,173829-1,Species
374,Achillea borealis,Achillea borealis,LITTOX,Achillea millefolium subsp. millefolium,Achillea millefolium,2294-2,77179584-1,Subspecies
375,Achillea clavennae,Achillea clavennae,LITTOX,Achillea clavennae,Achillea clavennae,173892-1,173892-1,Species
376,Achillea collina,Achillea collina,LITTOX,Achillea setacea,Achillea setacea,174265-1,174265-1,Species
377,Achillea cretica,Achillea cretica,LITTOX,Achillea cretica,Achillea cretica,173912-1,173912-1,Species
378,Achillea falcata,Achillea falcata,LITTOX,Achillea falcata,Achillea falcata,173966-1,173966-1,Species
379,Achillea fragrantissima,Achillea fragrantissima,LITTOX,Achillea fragrantissima,Achillea fragrantissima,173984-1,173984-1,Species
380,Achillea lanulosa,Achillea lanulosa,LITTOX,Achillea millefolium subsp. millefolium,Achillea millefolium,2294-2,77179584-1,Subspecies
381,Achillea millefolium,Achillea millefolium,LITTOX,Achillea millefolium,Achillea millefolium,2294-2,2294-2,Species
382,Achillea millefolium as 'yarrow',Achillea millefolium as 'yarrow',LITTOX,Achillea millefolium,Achillea millefolium,2294-2,2294-2,Species
383,Achillea millefolium ssp. collina,Achillea millefolium ssp. collina,LITTOX,Achillea millefolium,Achillea millefolium,2294-2,2294-2,Species
384,Achillea moschata,Achillea moschata,LITTOX,Achillea erba-rotta subsp. moschata,Achillea erba-rotta,50869252-1,876363-1,Subspecies
385,Achillea nana,Achillea nana,LITTOX,Achillea nana,Achillea nana,174135-1,174135-1,Species
386,Achillea nobilis,Achillea nobilis,LITTOX,Achillea nobilis,Achillea nobilis,2332-2,2332-2,Species
387,Achillea ptarmica,Achillea ptarmica,LITTOX,Achillea ptarmica,Achillea ptarmica,2336-2,2336-2,Species
388,Achillea santolina,Achillea santolina,LITTOX,Achillea tenuifolia,Achillea tenuifolia,174314-1,174314-1,Species
389,Achillea setacea,Achillea setacea,LITTOX,Achillea setacea,Achillea setacea,174265-1,174265-1,Species
390,Achillea sibirica,Achillea sibirica,LITTOX,Achillea alpina subsp. alpina,Achillea alpina,1031768-2,77179630-1,Subspecies
391,Achillea 'Taygetea',Achillea 'Taygetea',LITTOX,Achillea,,,60436826-2,Genus
392,Achlamydosporeae,Achlamydosporeae,LITTOX,,,,,
393,Achlya bisexualis,Achlya bisexualis,LITTOX,,,,,
394,Achnath,Achnath,LITTOX,,,,,
395,Achnatherum,Achnatherum,LITTOX,Achnatherum,,,326281-2,Genus
396,Achnatherum eminens,Achnatherum eminens,LITTOX,Pseudoeriocoma eminens,Pseudoeriocoma eminens,77199101-1,77199101-1,Species
397,Achnatherum inebrians,Achnatherum inebrians,LITTOX,Achnatherum inebrians,Achnatherum inebrians,384438-1,384438-1,Species
398,Achnatherum lobatum,Achnatherum lobatum,LITTOX,Eriocoma lobata,Eriocoma lobata,77199078-1,77199078-1,Species
399,Achnatherum robustum,Achnatherum robustum,LITTOX,Eriocoma robusta,Eriocoma robusta,77199090-1,77199090-1,Species
400,Achras,Achras,LITTOX,Manilkara,,,331753-2,Genus
401,Achras chicle,Achras chicle,LITTOX,Manilkara chicle,Manilkara chicle,152591-2,152591-2,Species
402,Achras sapota,Achras sapota,LITTOX,Manilkara zapota,Manilkara zapota,152641-2,152641-2,Species
403,Achras zapota,Achras zapota,LITTOX,Manilkara zapota,Manilkara zapota,152641-2,152641-2,Species
404,Achrostichum aureum,Achrostichum aureum,LITTOX,,,,,
405,Achyranthes,Achyranthes,LITTOX,Achyranthes,,,327359-2,Genus
406,Achyranthes aspera,Achyranthes aspera,LITTOX,Achyranthes aspera,Achyranthes aspera,2468-2,2468-2,Species
407,Achyranthes aspera var. indica,Achyranthes aspera var. indica,LITTOX,Achyranthes aspera var. indica,Achyranthes aspera,2468-2,2469-2,Variety
408,Achyranthes fructicosa pubescens,Achyranthes fructicosa pubescens,LITTOX,,,,,
409,Achyranthes philoxeroides,Achyranthes philoxeroides,LITTOX,Alternanthera philoxeroides,Alternanthera philoxeroides,1024156-2,1024156-2,Species
410,Achyrocline,Achyrocline,LITTOX,Achyrocline,,,1135722-2,Genus
411,Achyrocline satureioides,Achyrocline satureioides,LITTOX,Achyrocline saturejoides,Achyrocline saturejoides,174407-1,174407-1,Species
412,Acicarpha spathulata,Acicarpha spathulata,LITTOX,Acicarpha bonariensis,Acicarpha bonariensis,139262-1,139262-1,Species
413,Acidoton,Acidoton,LITTOX,Acidoton,,,331316-2,Genus
414,Acidoton urens,Acidoton urens,LITTOX,Acidoton urens,Acidoton urens,337987-1,337987-1,Species
415,Acinos arvensis,Acinos arvensis,LITTOX,Clinopodium acinos,Clinopodium acinos,445709-1,445709-1,Species
416,Acinos rotundifolia,Acinos rotundifolia,LITTOX,,,,,
417,Acinos thymoides,Acinos thymoides,LITTOX,Clinopodium acinos,Clinopodium acinos,445709-1,445709-1,Species
418,Acmella uliginosa,Acmella uliginosa,LITTOX,Acmella uliginosa,Acmella uliginosa,174556-1,174556-1,Species
419,Acnistus,Acnistus,LITTOX,Iochroma,,,331673-2,Genus
420,Acnistus aborescens,Acnistus aborescens,LITTOX,,,,,
421,Acnistus arborescens,Acnistus arborescens,LITTOX,Iochroma arborescens,Iochroma arborescens,77186334-1,77186334-1,Species
422,Acnistus arborscens,Acnistus arborscens,LITTOX,,,,,
423,Acnistus ramiflorum,Acnistus ramiflorum,LITTOX,Iochroma arborescens,Iochroma arborescens,77186334-1,77186334-1,Species
424,Acocanthera,Acocanthera,LITTOX,,,,,
425,Acocanthera friesiorum,Acocanthera friesiorum,LITTOX,,,,,
426,Acocanthera longiflora,Acocanthera longiflora,LITTOX,,,,,
427,Acocanthera oppositifolia,Acocanthera oppositifolia,LITTOX,,,,,
428,Acocanthera schimperi,Acocanthera schimperi,LITTOX,,,,,
429,Acocanthera venenata,Acocanthera venenata,LITTOX,,,,,
430,Acocanthera venenata var.typica,Acocanthera venenata var.typica,LITTOX,,,,,
431,Acocantheras,Acocantheras,LITTOX,,,,,
432,Acocantheras abyssinicum,Acocantheras abyssinicum,LITTOX,,,,,
433,Acocantheras deflersii,Acocantheras deflersii,LITTOX,,,,,
434,Acocantheras friesorum,Acocantheras friesorum,LITTOX,,,,,
435,Acocantheras ouabaio,Acocantheras ouabaio,LITTOX,,,,,
436,Acocantheras schimperi,Acocantheras schimperi,LITTOX,,,,,
437,Acoconthera venenata,Acoconthera venenata,LITTOX,,,,,
438,Acokanthera,Acokanthera,LITTOX,Acokanthera,,,2171-1,Genus
439,Acokanthera friesiorum,Acokanthera friesiorum,LITTOX,Acokanthera schimperi,Acokanthera schimperi,60447729-2,60447729-2,Species
440,Acokanthera laevigata,Acokanthera laevigata,LITTOX,Acokanthera laevigata,Acokanthera laevigata,899079-1,899079-1,Species
441,Acokanthera longiflora,Acokanthera longiflora,LITTOX,Acokanthera oppositifolia,Acokanthera oppositifolia,76349-1,76349-1,Species
442,Acokanthera oblongifolia,Acokanthera oblongifolia,LITTOX,Acokanthera oblongifolia,Acokanthera oblongifolia,77164695-1,77164695-1,Species
443,Acokanthera oppositifolia,Acokanthera oppositifolia,LITTOX,Acokanthera oppositifolia,Acokanthera oppositifolia,76349-1,76349-1,Species
444,Acokanthera ouabaio,Acokanthera ouabaio,LITTOX,Acokanthera schimperi,Acokanthera schimperi,60447729-2,60447729-2,Species
