,Name,Language,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
1064,Coprosma ciliata,['en'],Coprosma ciliata,Coprosma ciliata,747385-1,747385-1,Species
1065,Coprosma cordicarpa,['en'],Coprosma cordicarpa,Coprosma cordicarpa,77152890-1,77152890-1,Species
1066,Coprosma crassifolia,['en'],Coprosma crassifolia,Coprosma crassifolia,747393-1,747393-1,Species
1067,Coprosma cuneata,['en'],Coprosma cuneata,Coprosma cuneata,747396-1,747396-1,Species
1068,Coprosma dodonaeifolia,['en'],Coprosma dodonaeifolia,Coprosma dodonaeifolia,747404-1,747404-1,Species
1069,Coprosma elegans,['en'],Coprosma elegans,Coprosma elegans,20005861-1,20005861-1,Species
1070,Coprosma ernodeoides,"['en', 'fr']",Coprosma ernodeoides,Coprosma ernodeoides,747407-1,747407-1,Species
1071,Coprosma foetidissima,['en'],Coprosma foetidissima,Coprosma foetidissima,747411-1,747411-1,Species
1072,Coprosma fowerakeri,['en'],Coprosma fowerakeri,Coprosma fowerakeri,70029443-1,70029443-1,Species
1073,Coprosma hirtella,['en'],Coprosma hirtella,Coprosma hirtella,747421-1,747421-1,Species
1074,Coprosma huttoniana,['en'],Coprosma huttoniana,Coprosma huttoniana,940035-1,940035-1,Species
1075,Coprosma inopinata,['en'],Coprosma inopinata,Coprosma inopinata,972579-1,972579-1,Species
1076,Coprosma intertexta,['en'],Coprosma intertexta,Coprosma intertexta,747425-1,747425-1,Species
1077,Coprosma laevigata,['en'],Coprosma laevigata,Coprosma laevigata,747429-1,747429-1,Species
1078,Coprosma lanceolaris,['en'],Coprosma lanceolaris,Coprosma lanceolaris,747430-1,747430-1,Species
1079,Coprosma linariifolia,['en'],Coprosma linariifolia,Coprosma linariifolia,747436-1,747436-1,Species
1080,Coprosma lucida,['en'],Coprosma lucida,Coprosma lucida,747438-1,747438-1,Species
1081,Coprosma macrocarpa,['en'],Coprosma macrocarpa,Coprosma macrocarpa,747440-1,747440-1,Species
1082,Coprosma moorei,['en'],Coprosma moorei,Coprosma moorei,747448-1,747448-1,Species
1083,Coprosma neglecta,['en'],Coprosma neglecta,Coprosma neglecta,747453-1,747453-1,Species
1084,Coprosma niphophila,['en'],Coprosma niphophila,Coprosma niphophila,931806-1,931806-1,Species
1085,Coprosma nitida,"['es', 'en']",Coprosma nitida,Coprosma nitida,747455-1,747455-1,Species
1086,Coprosma ochracea,['en'],Coprosma ochracea,Coprosma ochracea,747461-1,747461-1,Species
1087,Coprosma parviflora,['en'],Coprosma parviflora,Coprosma parviflora,747466-1,747466-1,Species
1088,Coprosma perpusilla,['en'],Coprosma perpusilla,Coprosma perpusilla,747469-1,747469-1,Species
1089,Coprosma petriei,"['es', 'en']",Coprosma petriei,Coprosma petriei,747472-1,747472-1,Species
1090,Coprosma prisca,['en'],Coprosma prisca,Coprosma prisca,747475-1,747475-1,Species
1091,Coprosma propinqua,['en'],Coprosma propinqua,Coprosma propinqua,747476-1,747476-1,Species
1092,Coprosma pumila,['en'],Coprosma pumila,Coprosma pumila,747483-1,747483-1,Species
1093,Coprosma putida,['en'],Coprosma putida,Coprosma putida,747485-1,747485-1,Species
1094,Coprosma quadrifida,['en'],Coprosma quadrifida,Coprosma quadrifida,747487-1,747487-1,Species
1095,Coprosma rapensis,['fr'],Coprosma rapensis,Coprosma rapensis,747490-1,747490-1,Species
1096,Coprosma repens,"['es', 'en']",Coprosma repens,Coprosma repens,747491-1,747491-1,Species
1097,Coprosma rhamnoides,['en'],Coprosma rhamnoides,Coprosma rhamnoides,747496-1,747496-1,Species
1098,Coprosma rigida,['en'],Coprosma rigida,Coprosma rigida,747498-1,747498-1,Species
1099,Coprosma robusta,['en'],Coprosma robusta,Coprosma robusta,747499-1,747499-1,Species
1100,Coprosma rotundifolia,['en'],Coprosma rotundifolia,Coprosma rotundifolia,747500-1,747500-1,Species
1101,Coprosma rubra,['en'],Coprosma rubra,Coprosma rubra,747501-1,747501-1,Species
1102,Coprosma rugosa,['en'],Coprosma rugosa,Coprosma rugosa,747503-1,747503-1,Species
1103,Coprosma spathulata,['en'],Coprosma spathulata,Coprosma spathulata,747512-1,747512-1,Species
1104,Coprosma tenuicaulis,['en'],Coprosma tenuicaulis,Coprosma tenuicaulis,747520-1,747520-1,Species
1105,Coprosma tenuifolia,['en'],Coprosma tenuifolia,Coprosma tenuifolia,747521-1,747521-1,Species
1106,Coprosma virescens,['en'],Coprosma virescens,Coprosma virescens,747527-1,747527-1,Species
1107,Coprosma waima,['en'],Coprosma waima,Coprosma waima,937371-1,937371-1,Species
1108,Coprosma wallii,['en'],Coprosma wallii,Coprosma wallii,747530-1,747530-1,Species
1109,Cordiera garapatica,['es'],Cordiera garapatica,Cordiera garapatica,65646-2,65646-2,Species
1110,Corynanthe brachythyrsus,['en'],Corynanthe brachythyrsus,Corynanthe brachythyrsus,747595-1,747595-1,Species
1111,Corynanthe johimbe,"['es', 'en', 'it']",Corynanthe johimbe,Corynanthe johimbe,747599-1,747599-1,Species
1112,Coryphothamnus auyantepuiensis,['en'],Coryphothamnus auyantepuiensis,Coryphothamnus auyantepuiensis,66667-2,66667-2,Species
1113,Cosmocalyx spectabilis,['es'],Cosmocalyx spectabilis,Cosmocalyx spectabilis,66735-2,66735-2,Species
1114,Coussarea klugii,['fr'],Coussarea klugii,Coussarea klugii,67428-2,67428-2,Species
1115,Cowiea borneensis,['en'],Cowiea borneensis,Cowiea borneensis,747794-1,747794-1,Species
1116,Craterispermum aristatum,['fr'],Craterispermum aristatum,Craterispermum aristatum,747798-1,747798-1,Species
1117,Craterispermum montanum,"['fr', 'it']",Craterispermum montanum,Craterispermum montanum,747814-1,747814-1,Species
1118,Craterispermum parvifolium,['fr'],Craterispermum parvifolium,Craterispermum parvifolium,77117697-1,77117697-1,Species
1119,Craterispermum robbrechtianum,['fr'],Craterispermum robbrechtianum,Craterispermum robbrechtianum,77117699-1,77117699-1,Species
1120,Craterispermum rumpianum,['fr'],Craterispermum rumpianum,Craterispermum rumpianum,77127263-1,77127263-1,Species
1121,Crobylanthe pellacalyx,['en'],Crobylanthe pellacalyx,Crobylanthe pellacalyx,747852-1,747852-1,Species
1122,Crossopteryx febrifuga,"['en', 'fr', 'it']",Crossopteryx febrifuga,Crossopteryx febrifuga,747858-1,747858-1,Species
1123,Crucianella angustifolia,"['es', 'pt']",Crucianella angustifolia,Crucianella angustifolia,747863-1,747863-1,Species
1124,Crucianella latifolia,"['es', 'pt']",Crucianella latifolia,Crucianella latifolia,747906-1,747906-1,Species
1125,Crucianella maritima,"['es', 'pt']",Crucianella maritima,Crucianella maritima,747908-1,747908-1,Species
1126,Crucianella patula,['es'],Crucianella patula,Crucianella patula,747918-1,747918-1,Species
1127,Cruciata glabra,"['es', 'en', 'pt']",Cruciata glabra,Cruciata glabra,60456820-2,60456820-2,Species
1128,Cruciata glabra subsp. hirticaulis,['pt'],Cruciata glabra subsp. hirticaulis,Cruciata glabra,60456820-2,1016669-1,Subspecies
1129,Cruciata laevipes,"['es', 'en', 'fr', 'pt']",Cruciata laevipes,Cruciata laevipes,747959-1,747959-1,Species
1130,Cruciata pedemontana,"['es', 'en', 'pt']",Cruciata pedemontana,Cruciata pedemontana,60453492-2,60453492-2,Species
1131,Crusea coronata,['es'],Crusea coronata,Crusea coronata,71180-2,71180-2,Species
1132,Cubanola domingensis,['en'],Cubanola domingensis,Cubanola domingensis,72066-2,72066-2,Species
1133,Cuviera talbotii,['fr'],Cuviera talbotii,Cuviera talbotii,943819-1,943819-1,Species
1134,Cuviera trilocularis,['fr'],Cuviera trilocularis,Cuviera trilocularis,748081-1,748081-1,Species
1135,Cyclophyllum coprosmoides,['en'],Cyclophyllum coprosmoides,Cyclophyllum coprosmoides,20002989-1,20002989-1,Species
1136,Cyclophyllum longipetalum,['en'],Cyclophyllum longipetalum,Cyclophyllum longipetalum,20002992-1,20002992-1,Species
1137,Deccania pubescens,"['es', 'en']",Deccania pubescens,Deccania pubescens,912373-1,912373-1,Species
1138,Deppea splendens,['en'],Deppea splendens,Deppea splendens,275766-2,275766-2,Species
1139,Diacrodon compressus,['en'],Diacrodon compressus,Diacrodon compressus,78891-2,78891-2,Species
1140,Dialypetalanthus fuscescens,"['en', 'fr']",Dialypetalanthus fuscescens,Dialypetalanthus fuscescens,78909-2,78909-2,Species
1141,Dibrachionostylus kaessneri,"['es', 'en']",Dibrachionostylus kaessneri,Dibrachionostylus kaessneri,748328-1,748328-1,Species
1142,Dichilanthe zeylanica,['en'],Dichilanthe zeylanica,Dichilanthe zeylanica,748330-1,748330-1,Species
1143,Didymaea alsinoides,['es'],Didymaea alsinoides,Didymaea alsinoides,80032-2,80032-2,Species
1144,Didymopogon sumatranum,['en'],Didymopogon sumatranum,Didymopogon sumatranum,748345-1,748345-1,Species
1145,Diodia virginiana,"['en','zh']",Diodia virginiana,Diodia virginiana,319047-2,319047-2,Species
1146,Dioecrescis erythroclada,['en'],Dioecrescis erythroclada,Dioecrescis erythroclada,912384-1,912384-1,Species
1147,Dioicodendron dioicum,"['es', 'en', 'pt']",Dioicodendron dioicum,Dioicodendron dioicum,80624-2,80624-2,Species
1148,Diplospora erythrospora,['en'],Diplospora erythrospora,Diplospora erythrospora,748498-1,748498-1,Species
1149,Discospermum philippinensis,['en'],Discospermum philippinensis,Discospermum philippinensis,77146982-1,77146982-1,Species
1150,Discospermum reyesii,['en'],Discospermum reyesii,Discospermum reyesii,77186317-1,77186317-1,Species
1151,Discospermum sphaerocarpum,['en'],Discospermum sphaerocarpum,Discospermum sphaerocarpum,748565-1,748565-1,Species
1152,Diyaminauclea zeylanica,['en'],Diyaminauclea zeylanica,Diyaminauclea zeylanica,748568-1,748568-1,Species
1153,Dolichodelphys chlorocrater,"['es', 'en', 'pt']",Dolichodelphys chlorocrater,Dolichodelphys chlorocrater,82801-2,82801-2,Species
1154,Dolichometra leucantha,"['en', 'pt']",Dolichometra leucantha,Dolichometra leucantha,748594-1,748594-1,Species
1155,Donnellyanthus deamii,['en'],Donnellyanthus deamii,Donnellyanthus deamii,77115777-1,77115777-1,Species
1156,Duidania montana,['en'],Duidania montana,Duidania montana,85753-2,85753-2,Species
1157,Dunnia sinensis,"['es', 'en','zh']",Dunnia sinensis,Dunnia sinensis,748650-1,748650-1,Species
1158,Duperrea pavettifolia,"['es', 'en','zh']",Duperrea pavettifolia,Duperrea pavettifolia,748653-1,748653-1,Species
1159,Duroia hirsuta,"['es', 'en', 'fr']",Duroia hirsuta,Duroia hirsuta,86135-2,86135-2,Species
1160,Duroia maguirei,['es'],Duroia maguirei,Duroia maguirei,86141-2,86141-2,Species
1161,Durringtonia paludosa,"['es', 'en']",Durringtonia paludosa,Durringtonia paludosa,905982-1,905982-1,Species
1162,Eizia mexicana,['en'],Eizia mexicana,Eizia mexicana,88935-2,88935-2,Species
1163,Elaeagia ecuadorensis,['fr'],Elaeagia ecuadorensis,Elaeagia ecuadorensis,89530-2,89530-2,Species
1164,Elaeagia pastoensis,['es'],Elaeagia pastoensis,Elaeagia pastoensis,748734-1,748734-1,Species
1165,Eleuthranthes liberiflora,['en'],Eleuthranthes liberiflora,Eleuthranthes liberiflora,77176940-1,77176940-1,Species
1166,Emmenopterys henryi,"['en', 'fr']",Emmenopterys henryi,Emmenopterys henryi,748742-1,748742-1,Species
1167,Emmeorhiza umbellata,"['es', 'en']",Emmeorhiza umbellata,Emmeorhiza umbellata,90501-2,90501-2,Species
1168,Empogona acidophylla,['en'],Empogona acidophylla,Empogona acidophylla,77101433-1,77101433-1,Species
1169,Empogona africana,['en'],Empogona africana,Empogona africana,77101435-1,77101435-1,Species
1170,Empogona concolor,"['en', 'fr']",Empogona concolor,Empogona concolor,77101442-1,77101442-1,Species
1171,Empogona talbotii,['en'],Empogona talbotii,Empogona talbotii,77101474-1,77101474-1,Species
1172,Eosanthe cubensis,"['es', 'en']",Eosanthe cubensis,Eosanthe cubensis,91090-2,91090-2,Species
1173,Eriosemopsis subanisophylla,"['es', 'en']",Eriosemopsis subanisophylla,Eriosemopsis subanisophylla,748784-1,748784-1,Species
1174,Erithalis fruticosa,['fr'],Erithalis fruticosa,Erithalis fruticosa,315444-2,315444-2,Species
1175,Erithalis harrisii,['en'],Erithalis harrisii,Erithalis harrisii,96014-2,96014-2,Species
1176,Erithalis quadrangularis,['en'],Erithalis quadrangularis,Erithalis quadrangularis,748802-1,748802-1,Species
1177,Ernodea angusta,['en'],Ernodea angusta,Ernodea angusta,96188-2,96188-2,Species
1178,Ernodea littoralis,['en'],Ernodea littoralis,Ernodea littoralis,748814-1,748814-1,Species
1179,Eumachia frutescens,['en'],Eumachia frutescens,Eumachia frutescens,77164470-1,77164470-1,Species
1180,Everistia vacciniifolia,"['es', 'en']",Everistia vacciniifolia,Everistia vacciniifolia,1007227-1,1007227-1,Species
1181,Exostema caribaeum,['es'],Exostema caribaeum,Exostema caribaeum,1125915-2,1125915-2,Species
1182,Fadogia homblei,['en'],Fadogia homblei,Fadogia homblei,748979-1,748979-1,Species
1183,Faramea angusta,['en'],Faramea angusta,Faramea angusta,319921-2,319921-2,Species
1184,Faramea exemplaris,"['es', 'en', 'fr']",Faramea exemplaris,Faramea exemplaris,103399-2,103399-2,Species
1185,Ferdinandusa panamensis,['es'],Ferdinandusa panamensis,Ferdinandusa panamensis,103565-2,103565-2,Species
1186,Feretia apodanthera,['en'],Feretia apodanthera,Feretia apodanthera,749328-1,749328-1,Species
1187,Fernelia buxifolia,"['en', 'fr', 'pt']",Fernelia buxifolia,Fernelia buxifolia,749338-1,749338-1,Species
1188,Fernelia pedunculata,['fr'],Fernelia pedunculata,Fernelia pedunculata,749343-1,749343-1,Species
1189,Flexanthera subcordata,['en'],Flexanthera subcordata,Flexanthera subcordata,105165-2,105165-2,Species
1190,Gaertnera hirtiflora,"['en', 'pt']",Gaertnera hirtiflora,Gaertnera hirtiflora,902071-1,902071-1,Species
1191,Gaertnera letouzeyi,['fr'],Gaertnera letouzeyi,Gaertnera letouzeyi,77104875-1,77104875-1,Species
1192,Gaertnera longifolia,"['en', 'pt']",Gaertnera longifolia,Gaertnera longifolia,546297-1,546297-1,Species
1193,Gaertnera rosea,['en'],Gaertnera rosea,Gaertnera rosea,546315-1,546315-1,Species
1194,Gaertnera ternifolia,"['en', 'fr']",Gaertnera ternifolia,Gaertnera ternifolia,546322-1,546322-1,Species
1195,Gaertnera vaginata,['fr'],Gaertnera vaginata,Gaertnera vaginata,546327-1,546327-1,Species
1196,Gaertnera walkeri,"['en', 'fr']",Gaertnera walkeri,Gaertnera walkeri,77177064-1,77177064-1,Species
1197,Galianthe brasiliensis,['es'],Galianthe brasiliensis,Galianthe brasiliensis,999398-1,999398-1,Species
1198,× Galiasperula ferdinandi-coburgii,['en'],× Galiasperula ferdinandi-coburgii,× Galiasperula ferdinandi-coburgii,77176672-1,77176672-1,Species
1199,Galium adhaerens,['es'],Galium adhaerens,Galium adhaerens,749465-1,749465-1,Species
1200,Galium aetnicum,['en'],Galium aetnicum,Galium aetnicum,749470-1,749470-1,Species
1201,Galium album,"['es', 'en', 'fr', 'it']",Galium album,Galium album,749481-1,749481-1,Species
1202,Galium album subsp. suberectum,['es'],Galium album subsp. suberectum,Galium album,749481-1,975731-1,Subspecies
1203,Galium amurense,['es'],Galium amurense,Galium amurense,749498-1,749498-1,Species
1204,Galium andrewsii,"['es', 'en']",Galium andrewsii,Galium andrewsii,749501-1,749501-1,Species
1205,Galium anglicum,"['es', 'en']",Galium anglicum,Galium anglicum,749503-1,749503-1,Species
1206,Galium angustifolium,"['es', 'en']",Galium angustifolium,Galium angustifolium,749505-1,749505-1,Species
1207,Galium anisophyllon,"['es', 'en', 'fr']",Galium anisophyllon,Galium anisophyllon,749509-1,749509-1,Species
1208,Galium anisophyllon subsp. anisophyllon,['es'],Galium anisophyllon subsp. anisophyllon,Galium anisophyllon,749509-1,77168427-1,Subspecies
1209,Galium antarcticum,"['es', 'en']",Galium antarcticum,Galium antarcticum,749511-1,749511-1,Species
1210,Galium aparine,"['es', 'en', 'fr', 'it', 'pt','zh']",Galium aparine,Galium aparine,30007294-2,30007294-2,Species
1211,Galium aparinoides,['es'],Galium aparinoides,Galium aparinoides,749517-1,749517-1,Species
1212,Galium arenarium,"['es', 'en', 'fr']",Galium arenarium,Galium arenarium,749532-1,749532-1,Species
1213,Galium argense,['en'],Galium argense,Galium argense,106941-2,106941-2,Species
1214,Galium aristatum,"['es', 'en']",Galium aristatum,Galium aristatum,749540-1,749540-1,Species
1215,Galium arkansanum,['en'],Galium arkansanum,Galium arkansanum,749542-1,749542-1,Species
1216,Galium aschenbornii,['en'],Galium aschenbornii,Galium aschenbornii,749549-1,749549-1,Species
1217,Galium asprellum,"['en', 'fr']",Galium asprellum,Galium asprellum,749561-1,749561-1,Species
1218,Galium atlanticum,['es'],Galium atlanticum,Galium atlanticum,749565-1,749565-1,Species
1219,Galium australe,['es'],Galium australe,Galium australe,749572-1,749572-1,Species
1220,Galium austriacum,['en'],Galium austriacum,Galium austriacum,749574-1,749574-1,Species
1221,Galium azuayicum,['en'],Galium azuayicum,Galium azuayicum,106948-2,106948-2,Species
1222,Galium baeticum,['pt'],Galium baeticum,Galium baeticum,749579-1,749579-1,Species
1223,Galium baldense,['en'],Galium baldense,Galium baldense,749584-1,749584-1,Species
1224,Galium balearicum,['es'],Galium balearicum,Galium balearicum,749586-1,749586-1,Species
1225,Galium bermudense,['en'],Galium bermudense,Galium bermudense,277293-2,277293-2,Species
1226,Galium bifolium,['en'],Galium bifolium,Galium bifolium,749610-1,749610-1,Species
1227,Galium bolanderi,['en'],Galium bolanderi,Galium bolanderi,749624-1,749624-1,Species
1228,Galium boreale,"['es', 'en', 'fr','zh']",Galium boreale,Galium boreale,749626-1,749626-1,Species
1229,Galium brachyphyllum,['es'],Galium brachyphyllum,Galium brachyphyllum,749637-1,749637-1,Species
1230,Galium brevifolium,['es'],Galium brevifolium,Galium brevifolium,749650-1,749650-1,Species
1231,Galium broterianum,['pt'],Galium broterianum,Galium broterianum,749654-1,749654-1,Species
1232,Galium buxifolium,['en'],Galium buxifolium,Galium buxifolium,106959-2,106959-2,Species
1233,Galium californicum,"['es', 'en']",Galium californicum,Galium californicum,749666-1,749666-1,Species
1234,Galium × carmineum,['en'],Galium × carmineum,Galium × carmineum,749688-1,749688-1,Species
1235,Galium catalinense,"['es', 'en']",Galium catalinense,Galium catalinense,106974-2,106974-2,Species
1236,Galium × centroniae,['en'],Galium × centroniae,Galium × centroniae,77177110-1,77177110-1,Species
1237,Galium cespitosum,['fr'],Galium cespitosum,Galium cespitosum,749704-1,749704-1,Species
1238,Galium circaezans,['en'],Galium circaezans,Galium circaezans,749731-1,749731-1,Species
1239,Galium clementis,['en'],Galium clementis,Galium clementis,106996-2,106996-2,Species
1240,Galium cliftonsmithii,['en'],Galium cliftonsmithii,Galium cliftonsmithii,106997-2,106997-2,Species
1241,Galium collomiae,['en'],Galium collomiae,Galium collomiae,107000-2,107000-2,Species
1242,Galium coloradoense,['en'],Galium coloradoense,Galium coloradoense,107001-2,107001-2,Species
1243,Galium cometerhizon,['en'],Galium cometerhizon,Galium cometerhizon,749747-1,749747-1,Species
1244,Galium concatenatum,['pt'],Galium concatenatum,Galium concatenatum,749750-1,749750-1,Species
1245,Galium concinnum,['en'],Galium concinnum,Galium concinnum,749751-1,749751-1,Species
1246,Galium corsicum,['en'],Galium corsicum,Galium corsicum,749768-1,749768-1,Species
1247,Galium crespianum,['es'],Galium crespianum,Galium crespianum,749775-1,749775-1,Species
1248,Galium debile,"['es', 'pt']",Galium debile,Galium debile,749807-1,749807-1,Species
1249,Galium desereticum,['en'],Galium desereticum,Galium desereticum,107013-2,107013-2,Species
