,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Compiled_Sources
225,290346-2,Aspidosperma carapanauba,Aspidosperma carapanauba,290346-2,Species,,"['MPNS', 'Manual']"
226,77347-1,Aspidosperma cuspa,Aspidosperma cuspa,77347-1,Species,,"['MPNS', 'Manual']"
227,77353-1,Aspidosperma desmanthum,Aspidosperma desmanthum,77353-1,Species,,"['MPNS', 'Manual']"
228,77354-1,Aspidosperma discolor,Aspidosperma discolor,77354-1,Species,,"['MPNS', 'Manual']"
229,77367-1,Aspidosperma excelsum,Aspidosperma excelsum,77367-1,Species,,"['MPNS', 'Manual']"
230,21984-2,Aspidosperma illustre,Aspidosperma illustre,21984-2,Species,,"['MPNS', 'Manual']"
231,77405-1,Aspidosperma megalocarpon,Aspidosperma megalocarpon,77405-1,Species,,"['MPNS', 'Manual']"
232,967196-1,Aspidosperma megalocarpon subsp. curranii,Aspidosperma megalocarpon,77405-1,Subspecies,,['MPNS']
233,22004-2,Aspidosperma megaphyllum,Aspidosperma megaphyllum,22004-2,Species,,"['MPNS', 'Manual']"
234,77411-1,Aspidosperma myristicifolium,Aspidosperma myristicifolium,77411-1,Species,,['MPNS']
235,77418-1,Aspidosperma oblongum,Aspidosperma oblongum,77418-1,Species,,"['MPNS', 'Manual']"
236,315552-2,Aspidosperma parvifolium,Aspidosperma parvifolium,315552-2,Species,,"['MPNS', 'Manual']"
237,22024-2,Aspidosperma pichonianum,Aspidosperma pichonianum,22024-2,Species,,"['MPNS', 'Manual']"
238,77437-1,Aspidosperma pyrifolium,Aspidosperma pyrifolium,77437-1,Species,,['MPNS']
239,77440-1,Aspidosperma quebracho-blanco,Aspidosperma quebracho-blanco,77440-1,Species,,"['MPNS', 'Manual']"
240,77443-1,Aspidosperma ramiflorum,Aspidosperma ramiflorum,77443-1,Species,,['MPNS']
241,22058-2,Aspidosperma rigidum,Aspidosperma rigidum,22058-2,Species,,"['MPNS', 'Manual']"
242,22062-2,Aspidosperma schultesii,Aspidosperma schultesii,22062-2,Species,,"['MPNS', 'Manual']"
243,22069-2,Aspidosperma spruceanum,Aspidosperma spruceanum,22069-2,Species,,"['MPNS', 'Manual']"
244,77465-1,Aspidosperma subincanum,Aspidosperma subincanum,77465-1,Species,,"['MPNS', 'Manual']"
245,22079-2,Aspidosperma ulei,Aspidosperma ulei,22079-2,Species,,"['MPNS', 'Manual']"
246,744251-1,Atractocarpus sessilifolius,Atractocarpus sessilifolius,744251-1,Species,,['MPNS']
247,948115-1,Atractocarpus stipularis,Atractocarpus stipularis,948115-1,Species,,['MPNS']
248,998196-1,Augusta rivalis,Augusta rivalis,998196-1,Species,,['MPNS']
249,77078151-1,Australluma ubomboensis,Australluma ubomboensis,77078151-1,Species,,['MPNS']
250,77483-1,Baissea axillaris,Baissea axillaris,77483-1,Species,,['MPNS']
251,77506-1,Baissea leonensis,Baissea leonensis,77506-1,Species,,['MPNS']
252,77515-1,Baissea multiflora,Baissea multiflora,77515-1,Species,,['MPNS']
253,77516-1,Baissea myrtifolia,Baissea myrtifolia,77516-1,Species,,['MPNS']
254,77529-1,Baissea wulfhorstii,Baissea wulfhorstii,77529-1,Species,,['MPNS']
255,77530-1,Baissea zygodioides,Baissea zygodioides,77530-1,Species,,['MPNS']
256,29541-2,Barjonia erecta,Barjonia erecta,29541-2,Species,,['MPNS']
257,94853-1,Baroniella acuminata,Baroniella acuminata,94853-1,Species,,['MPNS']
258,744363-1,Bathysa australis,Bathysa australis,744363-1,Species,,"['MPNS', 'Manual']"
259,77532-1,Beaumontia brevituba,Beaumontia brevituba,77532-1,Species,,['MPNS']
260,77539-1,Beaumontia grandiflora,Beaumontia grandiflora,77539-1,Species,,['MPNS']
261,77548-1,Beaumontia murtonii,Beaumontia murtonii,77548-1,Species,,['MPNS']
262,77089753-1,Benkara fasciculata,Benkara fasciculata,77089753-1,Species,,['MPNS']
263,912144-1,Benkara malabarica,Benkara malabarica,912144-1,Species,,['MPNS']
264,60453100-2,Benkara sinensis,Benkara sinensis,60453100-2,Species,,['MPNS']
265,744416-1,Bertiera batesii,Bertiera batesii,744416-1,Species,,['MPNS']
266,744458-1,Bertiera loraria,Bertiera loraria,744458-1,Species,,['MPNS']
267,744478-1,Bertiera racemosa,Bertiera racemosa,744478-1,Species,,['MPNS']
268,744486-1,Bertiera subsessilis,Bertiera subsessilis,744486-1,Species,,['MPNS']
269,986841-1,Boucerosia indica,Boucerosia indica,986841-1,Species,,['MPNS']
270,94990-1,Boucerosia umbellata,Boucerosia umbellata,94990-1,Species,,['MPNS']
271,35671-2,Bouvardia erecta,Bouvardia erecta,35671-2,Species,,['MPNS']
272,745109-1,Bouvardia ternifolia,Bouvardia ternifolia,745109-1,Species,,['MPNS']
273,77111445-1,Bremeria landia,Bremeria landia,77111445-1,Species,,['MPNS']
274,745133-1,Brenania brieyi,Brenania brieyi,745133-1,Species,,['MPNS']
275,910167-1,Breonadia salicina,Breonadia salicina,910167-1,Species,,"['MPNS', 'Manual']"
276,745138-1,Breonia chinensis,Breonia chinensis,745138-1,Species,,['MPNS']
277,745149-1,Breonia madagascariensis,Breonia madagascariensis,745149-1,Species,,['MPNS']
278,77177796-1,Bridsonia chamaedendrum,Bridsonia chamaedendrum,77177796-1,Species,,['MPNS']
279,978337-1,Buckollia volubilis,Buckollia volubilis,978337-1,Species,,"['MPNS', 'Manual']"
280,745198-1,Burchellia bubalina,Burchellia bubalina,745198-1,Species,,['MPNS']
281,77635-1,Callichilia barteri,Callichilia barteri,77635-1,Species,,['MPNS']
282,77645-1,Callichilia subsessilis,Callichilia subsessilis,77645-1,Species,,['MPNS']
283,95173-1,Calotropis gigantea,Calotropis gigantea,95173-1,Species,,"['MPNS', 'Manual']"
284,745241-1,Calycophyllum candidissimum,Calycophyllum candidissimum,745241-1,Species,,['MPNS']
285,969466-1,Calycophyllum megistocaulum,Calycophyllum megistocaulum,969466-1,Species,,"['MPNS', 'Manual']"
286,43051-2,Calycophyllum multiflorum,Calycophyllum multiflorum,43051-2,Species,,"['MPNS', 'Manual']"
287,43052-2,Calycophyllum obovatum,Calycophyllum obovatum,43052-2,Species,,['MPNS']
288,745249-1,Calycophyllum spruceanum,Calycophyllum spruceanum,745249-1,Species,,"['MPNS', 'Manual']"
289,745260-1,Calycosia lageniformis,Calycosia lageniformis,745260-1,Species,,['MPNS']
290,745266-1,Calycosia petiolata,Calycosia petiolata,745266-1,Species,,['MPNS']
291,908483-1,Calycosiphonia spathicalyx,Calycosiphonia spathicalyx,908483-1,Species,,['MPNS']
292,319129-2,Cameraria latifolia,Cameraria latifolia,319129-2,Species,,['MPNS']
293,745299-1,Canthium aciculatum,Canthium aciculatum,745299-1,Species,,['MPNS']
294,745310-1,Canthium angustifolium,Canthium angustifolium,745310-1,Species,,['MPNS']
295,745367-1,Canthium ciliatum,Canthium ciliatum,745367-1,Species,,['MPNS']
296,745378-1,Canthium coromandelicum,Canthium coromandelicum,745378-1,Species,,['MPNS']
297,77195140-1,Canthiumera glabra,Canthiumera glabra,77195140-1,Species,,['MPNS']
298,77195143-1,Canthiumera neilgherrensis var. chartacea,Canthiumera neilgherrensis,77195141-1,Variety,,['MPNS']
299,745464-1,Canthium horridum,Canthium horridum,745464-1,Species,,['MPNS']
300,745470-1,Canthium inerme,Canthium inerme,745470-1,Species,,['MPNS']
301,745582-1,Canthium parvifolium,Canthium parvifolium,745582-1,Species,,['MPNS']
302,745616-1,Canthium rheedei,Canthium rheedei,745616-1,Species,,['MPNS']
303,745637-1,Canthium scandens,Canthium scandens,745637-1,Species,,['MPNS']
304,745652-1,Canthium simile,Canthium simile,745652-1,Species,,['MPNS']
305,77210192-1,Capirona macrophylla,Capirona macrophylla,77210192-1,Species,,"['MPNS', 'Manual']"
306,95198-1,Caralluma adscendens,Caralluma adscendens,95198-1,Species,,['MPNS']
307,95210-1,Caralluma attenuata,Caralluma attenuata,95210-1,Species,,['MPNS']
308,95238-1,Caralluma dalzielii,Caralluma dalzielii,95238-1,Species,,['MPNS']
309,95260-1,Caralluma fimbriata,Caralluma fimbriata,95260-1,Species,,['MPNS']
310,95335-1,Caralluma priogonium,Caralluma priogonium,95335-1,Species,,['MPNS']
311,1214950-2,Carapichea ipecacuanha,Carapichea ipecacuanha,1214950-2,Species,,"['MPNS', 'Manual']"
312,77685-1,Carissa bispinosa,Carissa bispinosa,77685-1,Species,,['MPNS']
313,20001967-1,Carissa boiviniana,Carissa boiviniana,20001967-1,Species,,['MPNS']
314,77691-1,Carissa carandas,Carissa carandas,77691-1,Species,,"['MPNS', 'Manual']"
315,77727-1,Carissa macrocarpa,Carissa macrocarpa,77727-1,Species,,['MPNS']
316,77756-1,Carissa spinarum,Carissa spinarum,77756-1,Species,,"['MPNS', 'Manual']"
317,77759-1,Carissa tetramera,Carissa tetramera,77759-1,Species,,['MPNS']
318,77864-1,Carruthersia scandens,Carruthersia scandens,77864-1,Species,,['MPNS']
319,47924-2,Cascabela gaumeri,Cascabela gaumeri,47924-2,Species,,['MPNS']
320,47925-2,Cascabela ovata,Cascabela ovata,47925-2,Species,,['MPNS']
321,47927-2,Cascabela thevetia,Cascabela thevetia,47927-2,Species,,"['MPNS', 'Manual']"
322,47928-2,Cascabela thevetioides,Cascabela thevetioides,47928-2,Species,,['MPNS']
323,319135-2,Catesbaea spinosa,Catesbaea spinosa,319135-2,Species,,['MPNS']
324,77875-1,Catharanthus coriaceus,Catharanthus coriaceus,77875-1,Species,,['MPNS']
325,77876-1,Catharanthus lanceus,Catharanthus lanceus,77876-1,Species,,['MPNS']
326,77877-1,Catharanthus longifolius,Catharanthus longifolius,77877-1,Species,,['MPNS']
327,77878-1,Catharanthus ovalis,Catharanthus ovalis,77878-1,Species,,['MPNS']
328,77879-1,Catharanthus pusillus,Catharanthus pusillus,77879-1,Species,,['MPNS']
329,77882-1,Catharanthus trichophyllus,Catharanthus trichophyllus,77882-1,Species,,['MPNS']
330,987285-1,Catunaregam longispina,Catunaregam longispina,987285-1,Species,,['MPNS']
331,745903-1,Catunaregam nilotica,Catunaregam nilotica,745903-1,Species,,"['MPNS', 'Manual']"
332,912208-1,Catunaregam nutans,Catunaregam nutans,912208-1,Species,,['MPNS']
333,745904-1,Catunaregam spinosa,Catunaregam spinosa,745904-1,Species,,['MPNS']
334,60426838-2,Catunaregam taylorii,Catunaregam taylorii,60426838-2,Species,,['MPNS']
335,745905-1,Catunaregam tomentosa,Catunaregam tomentosa,745905-1,Species,,['MPNS']
336,20009959-1,Caudanthera edulis,Caudanthera edulis,20009959-1,Species,,"['MPNS', 'Manual']"
337,746200-1,Cephalanthus angustifolius,Cephalanthus angustifolius,746200-1,Species,,['MPNS']
338,52091-2,Cephalanthus glabratus,Cephalanthus glabratus,52091-2,Species,,['MPNS']
339,746216-1,Cephalanthus natalensis,Cephalanthus natalensis,746216-1,Species,,['MPNS']
340,319140-2,Cephalanthus occidentalis,Cephalanthus occidentalis,319140-2,Species,,['MPNS']
341,77893-1,Cerbera floribunda,Cerbera floribunda,77893-1,Species,,['MPNS']
342,77906-1,Cerbera manghas,Cerbera manghas,77906-1,Species,,"['MPNS', 'Manual']"
343,77913-1,Cerbera odollam,Cerbera odollam,77913-1,Species,,['MPNS']
344,746246-1,Ceriscoides campanulata,Ceriscoides campanulata,746246-1,Species,,['MPNS']
345,746249-1,Ceriscoides turgida,Ceriscoides turgida,746249-1,Species,,['MPNS']
346,1001573-1,Ceropegia andamanica,Ceropegia andamanica,1001573-1,Species,,['MPNS']
347,95454-1,Ceropegia aristolochioides,Ceropegia aristolochioides,95454-1,Species,,['MPNS']
348,95470-1,Ceropegia beddomei,Ceropegia beddomei,95470-1,Species,,['MPNS']
349,77167070-1,Ceropegia bourneae,Ceropegia bourneae,77167070-1,Species,,['MPNS']
350,95492-1,Ceropegia bulbosa,Ceropegia bulbosa,95492-1,Species,,['MPNS']
351,95501-1,Ceropegia candelabrum,Ceropegia candelabrum,95501-1,Species,,['MPNS']
352,923127-1,Ceropegia candelabrum var. biflora,Ceropegia candelabrum,95501-1,Variety,,['MPNS']
353,95511-1,Ceropegia christenseniana,Ceropegia christenseniana,95511-1,Species,,['MPNS']
354,77167071-1,Ceropegia ciliatior,Ceropegia ciliatior,77167071-1,Species,,['MPNS']
355,95515-1,Ceropegia cimiciodora,Ceropegia cimiciodora,95515-1,Species,,['MPNS']
356,95522-1,Ceropegia convolvuloides,Ceropegia convolvuloides,95522-1,Species,,['MPNS']
357,95556-1,Ceropegia distincta,Ceropegia distincta,95556-1,Species,,['MPNS']
358,95557-1,Ceropegia dolichophylla,Ceropegia dolichophylla,95557-1,Species,,['MPNS']
359,77167072-1,Ceropegia edulissima,Ceropegia edulissima,77167072-1,Species,,['MPNS']
360,77167073-1,Ceropegia elenaduensis,Ceropegia elenaduensis,77167073-1,Species,,['MPNS']
361,77167074-1,Ceropegia glabra,Ceropegia glabra,77167074-1,Species,,['MPNS']
362,95608-1,Ceropegia hirsuta,Ceropegia hirsuta,95608-1,Species,,['MPNS']
363,77167185-1,Ceropegia johnstonii,Ceropegia johnstonii,77167185-1,Species,,['MPNS']
364,95629-1,Ceropegia juncea,Ceropegia juncea,95629-1,Species,,['MPNS']
365,77167077-1,Ceropegia kolarensis,Ceropegia kolarensis,77167077-1,Species,,['MPNS']
366,95654-1,Ceropegia lugardiae,Ceropegia lugardiae,95654-1,Species,,['MPNS']
367,95663-1,Ceropegia mairei,Ceropegia mairei,95663-1,Species,,['MPNS']
368,95702-1,Ceropegia omissa,Ceropegia omissa,95702-1,Species,,['MPNS']
369,95730-1,Ceropegia pubescens,Ceropegia pubescens,95730-1,Species,,['MPNS']
370,77185984-1,Ceropegia rehmannii,Ceropegia rehmannii,77185984-1,Species,,['MPNS']
371,95794-1,Ceropegia stapeliiformis,Ceropegia stapeliiformis,95794-1,Species,,['MPNS']
372,95796-1,Ceropegia stenantha,Ceropegia stenantha,95796-1,Species,,['MPNS']
373,77167098-1,Ceropegia volubicaulis,Ceropegia volubicaulis,77167098-1,Species,,['MPNS']
374,95848-1,Ceropegia woodii,Ceropegia woodii,95848-1,Species,,['MPNS']
375,746277-1,Chassalia albiflora,Chassalia albiflora,746277-1,Species,,['MPNS']
376,77089810-1,Chassalia blumeana,Chassalia blumeana,77089810-1,Species,,['MPNS']
377,901691-1,Chassalia coriacea,Chassalia coriacea,901691-1,Species,,['MPNS']
378,746289-1,Chassalia curviflora,Chassalia curviflora,746289-1,Species,,['MPNS']
379,746368-1,Chassalia kolly,Chassalia kolly,746368-1,Species,,['MPNS']
380,746327-1,Chassalia umbraticola,Chassalia umbraticola,746327-1,Species,,"['MPNS', 'Manual']"
381,77167871-1,Chassalia umbraticola subsp. umbraticola,Chassalia umbraticola,746327-1,Subspecies,,['MPNS']
382,77972-1,Chilocarpus denudatus,Chilocarpus denudatus,77972-1,Species,,['MPNS']
383,77991-1,Chilocarpus torulosus,Chilocarpus torulosus,77991-1,Species,,['MPNS']
384,56522-2,Chimarrhis hookeri,Chimarrhis hookeri,56522-2,Species,,"['MPNS', 'Manual']"
385,308173-2,Chimarrhis turbinata,Chimarrhis turbinata,308173-2,Species,,"['MPNS', 'Manual']"
386,746483-1,Chiococca phaenostemon,Chiococca phaenostemon,746483-1,Species,,['MPNS']
387,77167892-1,Chione venosa var. venosa,Chione venosa,56650-2,Variety,,['MPNS']
388,77206440-1,Chloropetalum denticulatum,Chloropetalum denticulatum,77206440-1,Species,,['MPNS']
389,57096-2,Chomelia paniculata,Chomelia paniculata,57096-2,Species,,['MPNS']
390,78006-1,Chonemorpha eriostylis,Chonemorpha eriostylis,78006-1,Species,,['MPNS']
391,78008-1,Chonemorpha fragrans,Chonemorpha fragrans,78008-1,Species,,"['MPNS', 'Manual']"
392,78019-1,Chonemorpha megacalyx,Chonemorpha megacalyx,78019-1,Species,,['MPNS']
393,78020-1,Chonemorpha mollis,Chonemorpha mollis,78020-1,Species,,['MPNS']
394,77065717-1,Ciliosemina pedunculata,Ciliosemina pedunculata,77065717-1,Species,,"['MPNS', 'Manual']"
395,77065718-1,Ciliosemina purdieana,Ciliosemina purdieana,77065718-1,Species,,"['MPNS', 'Manual']"
396,746708-1,Cinchona barbacoensis,Cinchona barbacoensis,746708-1,Species,,"['MPNS', 'Manual']"
397,746718-1,Cinchona calisaya,Cinchona calisaya,746718-1,Species,,"['MPNS', 'Manual']"
398,746776-1,Cinchona glandulifera,Cinchona glandulifera,746776-1,Species,,['MPNS']
399,746793-1,Cinchona hirsuta,Cinchona hirsuta,746793-1,Species,,"['MPNS', 'Manual']"
400,746806-1,Cinchona lancifolia,Cinchona lancifolia,746806-1,Species,,"['MPNS', 'Manual']"
401,746816-1,Cinchona lucumifolia,Cinchona lucumifolia,746816-1,Species,,"['MPNS', 'Manual']"
402,746820-1,Cinchona macrocalyx,Cinchona macrocalyx,746820-1,Species,,"['MPNS', 'Manual']"
403,746828-1,Cinchona micrantha,Cinchona micrantha,746828-1,Species,,['MPNS']
404,746834-1,Cinchona mutisii,Cinchona mutisii,746834-1,Species,,"['MPNS', 'Manual']"
405,746837-1,Cinchona nitida,Cinchona nitida,746837-1,Species,,['MPNS']
406,58723-2,Cinchona officinalis,Cinchona officinalis,58723-2,Species,,"['MPNS', 'Manual']"
407,746855-1,Cinchona parabolica,Cinchona parabolica,746855-1,Species,,['MPNS']
408,746868-1,Cinchona pitayensis,Cinchona pitayensis,746868-1,Species,,"['MPNS', 'Manual']"
409,746895-1,Cinchona scrobiculata,Cinchona scrobiculata,746895-1,Species,,['MPNS']
410,746925-1,Cinchona villosa,Cinchona villosa,746925-1,Species,,['MPNS']
411,95869-1,Cionura erecta,Cionura erecta,95869-1,Species,,['MPNS']
412,78036-1,Cleghornia acuminata,Cleghornia acuminata,78036-1,Species,,['MPNS']
413,78041-1,Cleghornia malaccensis,Cleghornia malaccensis,78041-1,Species,,['MPNS']
414,78049-1,Clitandra cymulosa,Clitandra cymulosa,78049-1,Species,,['MPNS']
415,61955-2,Coccocypselum guianense,Coccocypselum guianense,61955-2,Species,,['MPNS']
416,746963-1,Coccocypselum hirsutum,Coccocypselum hirsutum,746963-1,Species,,['MPNS']
417,908557-1,Coddia rudis,Coddia rudis,908557-1,Species,,['MPNS']
418,747048-1,Coffea benghalensis,Coffea benghalensis,747048-1,Species,,['MPNS']
419,747068-1,Coffea canephora,Coffea canephora,747068-1,Species,,"['MPNS', 'Manual']"
420,747103-1,Coffea ebracteolata,Coffea ebracteolata,747103-1,Species,,['MPNS']
421,747109-1,Coffea eugenioides,Coffea eugenioides,747109-1,Species,,['MPNS']
422,747169-1,Coffea liberica,Coffea liberica,747169-1,Species,,['MPNS']
423,77189827-1,Coffea liberica var. dewevrei,Coffea liberica,747169-1,Variety,,['MPNS']
424,77169346-1,Coffea liberica var. liberica,Coffea liberica,747169-1,Variety,,['MPNS']
425,77114854-1,Coffea mannii,Coffea mannii,77114854-1,Species,,['MPNS']
426,747190-1,Coffea mauritiana,Coffea mauritiana,747190-1,Species,,['MPNS']
427,747242-1,Coffea racemosa,Coffea racemosa,747242-1,Species,,['MPNS']
428,747266-1,Coffea stenophylla,Coffea stenophylla,747266-1,Species,,['MPNS']
429,747284-1,Coffea travancorensis,Coffea travancorensis,747284-1,Species,,['MPNS']
430,77211855-1,Colletoecema tortistilum,Colletoecema tortistilum,77211855-1,Species,,['MPNS']
431,78115-1,Condylocarpon guyanense,Condylocarpon guyanense,78115-1,Species,,['MPNS']
432,78117-1,Condylocarpon intermedium,Condylocarpon intermedium,78117-1,Species,,['MPNS']
433,747347-1,Conostomium longitubum,Conostomium longitubum,747347-1,Species,,['MPNS']
434,747349-1,Conostomium natalense,Conostomium natalense,747349-1,Species,,['MPNS']
435,747350-1,Conostomium quadrangulare,Conostomium quadrangulare,747350-1,Species,,['MPNS']
436,747354-1,Conostomium zoutpansbergense,Conostomium zoutpansbergense,747354-1,Species,,['MPNS']
437,747411-1,Coprosma foetidissima,Coprosma foetidissima,747411-1,Species,,['MPNS']
438,77167968-1,Coprosma lucida var. lucida,Coprosma lucida,747438-1,Variety,,['MPNS']
439,747470-1,Coprosma persicifolia,Coprosma persicifolia,747470-1,Species,,['MPNS']
440,747499-1,Coprosma robusta,Coprosma robusta,747499-1,Species,,['MPNS']
441,747540-1,Coptosapelta diffusa,Coptosapelta diffusa,747540-1,Species,,['MPNS']
442,747543-1,Coptosapelta griffithii,Coptosapelta griffithii,747543-1,Species,,['MPNS']
443,747553-1,Coptosapelta tomentosa,Coptosapelta tomentosa,747553-1,Species,,['MPNS']
444,77080904-1,Coptosperma borbonicum,Coptosperma borbonicum,77080904-1,Species,,['MPNS']
445,20009937-1,Coptosperma graveolens,Coptosperma graveolens,20009937-1,Species,,"['MPNS', 'Manual']"
446,77107960-1,Cordylostigma virgatum,Cordylostigma virgatum,77107960-1,Species,,['MPNS']
447,747599-1,Corynanthe johimbe,Corynanthe johimbe,747599-1,Species,,['MPNS']
448,747600-1,Corynanthe lane-poolei,Corynanthe lane-poolei,747600-1,Species,,['MPNS']
449,747601-1,Corynanthe macroceras,Corynanthe macroceras,747601-1,Species,,['MPNS']
450,747602-1,Corynanthe mayumbensis,Corynanthe mayumbensis,747602-1,Species,,['MPNS']
451,747604-1,Corynanthe pachyceras,Corynanthe pachyceras,747604-1,Species,,['MPNS']
452,747605-1,Corynanthe paniculata,Corynanthe paniculata,747605-1,Species,,['MPNS']
453,77142556-1,Corynanthe talbotii,Corynanthe talbotii,77142556-1,Species,,['MPNS']
454,66725-2,Cosmibuena grandiflora,Cosmibuena grandiflora,66725-2,Species,,"['MPNS', 'Manual']"
455,20008971-1,Cosmostigma cordatum,Cosmostigma cordatum,20008971-1,Species,,['MPNS']
456,67217-2,Couma macrocarpa,Couma macrocarpa,67217-2,Species,,['MPNS']
457,78177-1,Couma utilis,Couma utilis,78177-1,Species,,['MPNS']
458,67491-2,Coutarea hexandra,Coutarea hexandra,67491-2,Species,,"['MPNS', 'Manual']"
459,78180-1,Craspidospermum verticillatum,Craspidospermum verticillatum,78180-1,Species,,['MPNS']
460,747801-1,Craterispermum caudatum,Craterispermum caudatum,747801-1,Species,,['MPNS']
461,747802-1,Craterispermum cerinanthum,Craterispermum cerinanthum,747802-1,Species,,['MPNS']
462,747804-1,Craterispermum dewevrei,Craterispermum dewevrei,747804-1,Species,,['MPNS']
463,747810-1,Craterispermum laurinum,Craterispermum laurinum,747810-1,Species,,"['MPNS', 'Manual']"
464,747813-1,Craterispermum microdon,Craterispermum microdon,747813-1,Species,,['MPNS']
