,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,knapsack_snippet,powo_Snippet,Sources
606,204805-2,Pogonopus tubulosus,Pogonopus tubulosus,204805-2,Species,"""['Tubulosine']""",,:Manual:KNApSAcK:
607,208720-2,Posoqueria grandiflora,Posoqueria grandiflora,208720-2,Species,,,:Manual::
608,1079607-2,Posoqueria latifolia,Posoqueria latifolia,1079607-2,Species,,,:Manual::
609,212398-2,Psychotria alba,Psychotria alba,212398-2,Species,,,:Manual::
610,761527-1,Psychotria brachyceras,Psychotria brachyceras,761527-1,Species,"""['Brachycerine']""",,:Manual:KNApSAcK:
611,212532-2,Psychotria brachypoda,Psychotria brachypoda,212532-2,Species,,,:Manual::
612,761603-1,Psychotria calocarpa,Psychotria calocarpa,761603-1,Species,,,:Manual::
613,762210-1,Psychotria henryi,Psychotria henryi,762210-1,Species,,,:Manual::
614,762388-1,Psychotria laciniata,Psychotria laciniata,762388-1,Species,,,:Manual::
615,212975-2,Psychotria leiocarpa,Psychotria leiocarpa,212975-2,Species,,,:Manual::
616,762593-1,Psychotria malayana,Psychotria malayana,762593-1,Species,"""['Hodgkinsine']""",,:Manual:KNApSAcK:
617,762683-1,Psychotria milnei,Psychotria milnei,762683-1,Species,,,:Manual::
618,762814-1,Psychotria nuda,Psychotria nuda,762814-1,Species,"""['Strictosamide']""",,:Manual:KNApSAcK:
619,763024-1,Psychotria pilifera,Psychotria pilifera,763024-1,Species,,,:Manual::
620,763316-1,Psychotria sarmentosoides,Psychotria sarmentosoides,763316-1,Species,,,:Manual::
621,213454-2,Psychotria stachyoides,Psychotria stachyoides,213454-2,Species,,,:Manual::
622,213495-2,Psychotria suterella,Psychotria suterella,213495-2,Species,"""['Strictosamide']""",,:Manual:KNApSAcK:
623,763751-1,Psychotria viridis,Psychotria viridis,763751-1,Species,"""['Tetrahydroharmine', 'Harmaline', 'Harmine']""",,:Manual:KNApSAcK:
624,915400-1,Psydrax acutiflorus,Psydrax acutiflorus,915400-1,Species,,,:Manual::
625,915401-1,Psydrax arnoldianus,Psydrax arnoldianus,915401-1,Species,,,:Manual::
626,763837-1,Psydrax dicoccos,Psydrax dicoccos,763837-1,Species,,,:Manual::
627,763958-1,Randia aculeata,Randia aculeata,763958-1,Species,,,:Manual::
628,77170970-1,Randia aculeata var. aculeata,Randia aculeata,763958-1,Variety,,,:Manual::
629,975261-1,Randia altiscandens,Randia altiscandens,975261-1,Species,,,:Manual::
630,1115268-2,Randia armata,Randia armata,1115268-2,Species,,,:Manual::
631,217030-2,Randia lasiantha,Randia lasiantha,217030-2,Species,,,:Manual::
632,217854-2,Raritebe palicoureoides subsp. dwyerianum,Raritebe palicoureoides,217852-2,Subspecies,,,:Manual::
633,764710-1,Rogiera amoena,Rogiera amoena,764710-1,Species,,,:Manual::
634,222508-2,Rosenbergiodendron formosum,Rosenbergiodendron formosum,222508-2,Species,,,:Manual::
635,223858-2,Rudgea cornifolia,Rudgea cornifolia,223858-2,Species,,,:Manual::
636,77168913-1,Rudgea coronata subsp. coronata,Rudgea coronata,765440-1,Subspecies,,,:Manual::
637,765493-1,Rudgea jasminoides,Rudgea jasminoides,765493-1,Species,,,:Manual::
638,223984-2,Rudgea recurva,Rudgea recurva,223984-2,Species,,,:Manual::
639,975269-1,Rustia costaricensis,Rustia costaricensis,975269-1,Species,,,:Manual::
640,1089673-2,Rustia occidentalis,Rustia occidentalis,1089673-2,Species,,,:Manual::
641,224977-2,Sabicea panamensis,Sabicea panamensis,224977-2,Species,,,:Manual::
642,765972-1,Sabicea villosa,Sabicea villosa,765972-1,Species,,,:Manual::
643,766031-1,Saprosma hainanensis,Saprosma hainanensis,766031-1,Species,,,:Manual::
644,766055-1,Saprosma ternata,Saprosma ternata,766055-1,Species,,,:Manual::
645,77111993-1,Schizocalyx cuspidatus,Schizocalyx cuspidatus,77111993-1,Species,,,:Manual::
646,77111998-1,Schizocalyx veraguensis,Schizocalyx veraguensis,77111998-1,Species,,,:Manual::
647,229969-2,Schradera rotundata,Schradera rotundata,229969-2,Species,,,:Manual::
648,766235-1,Schumanniophyton problematicum,Schumanniophyton problematicum,766235-1,Species,,,:Manual::
649,77209436-1,Simira alba,Simira alba,77209436-1,Species,,,:Manual::
650,236581-2,Simira maxonii,Simira maxonii,236581-2,Species,,,:Manual::
651,77116177-1,Simira panamensis,Simira panamensis,77116177-1,Species,,,:Manual::
652,236598-2,Simira williamsii,Simira williamsii,236598-2,Species,,,:Manual::
653,766466-1,Sinoadina racemosa,Sinoadina racemosa,766466-1,Species,"""['Strictosamide']""",,:Manual:KNApSAcK:
654,20010093-1,Solenandra mexicana,Solenandra mexicana,20010093-1,Species,,,:Manual::
655,240642-2,Sommera donnell-smithii,Sommera donnell-smithii,240642-2,Species,,,:Manual::
656,317930-2,Spermacoce capitata,Spermacoce capitata,317930-2,Species,,,:Manual::
657,975271-1,Spermacoce exilis,Spermacoce exilis,975271-1,Species,,,:Manual::
658,766765-1,Spermacoce hispida,Spermacoce hispida,766765-1,Species,,,:Manual::
659,766863-1,Spermacoce ocymoides,Spermacoce ocymoides,766863-1,Species,,,:Manual::
660,319724-2,Spermacoce remota,Spermacoce remota,319724-2,Species,,,:Manual::
661,767031-1,Spermacoce verticillata,Spermacoce verticillata,767031-1,Species,,,:Manual::
662,767136-1,Stenostomum resinosum,Stenostomum resinosum,767136-1,Species,,,:Manual::
663,767328-1,Tamilnadia uliginosa,Tamilnadia uliginosa,767328-1,Species,,,:Manual::
664,60434903-2,Tarenna asiatica,Tarenna asiatica,60434903-2,Species,,,:Manual::
665,254985-2,Tocoyena pittieri,Tocoyena pittieri,254985-2,Species,,,:Manual::
666,768211-1,Uncaria attenuata,Uncaria attenuata,768211-1,Species,"""['Tetrahydroalstonine', 'Mitraphylline', 'Rauniticine', 'Rhynchophylline', 'Isorhynchophylline', 'Speciophylline', '3-Isoajmalicine', 'Isocorynoxeine', '14alpha-Hydroxy-3-isorauniticine', 'Uncarine B']""",,:Manual:KNApSAcK:
667,768216-1,Uncaria borneensis,Uncaria borneensis,768216-1,Species,"""['Rhynchophylline', 'Isorhynchophylline', 'Isocorynoxeine']""",,:Manual:KNApSAcK:
668,768220-1,Uncaria callophylla,Uncaria callophylla,768220-1,Species,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Isogambirine']""",,:Manual:KNApSAcK:
669,768226-1,Uncaria cordata,Uncaria cordata,768226-1,Species,"""['Rhynchophylline', 'Isorhynchophylline']""",,:Manual:KNApSAcK:
670,768250-1,Uncaria guianensis,Uncaria guianensis,768250-1,Species,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Speciophylline', 'Isopteropodine']""",,:Manual:KNApSAcK:
671,768253-1,Uncaria hirsuta,Uncaria hirsuta,768253-1,Species,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Uncarine B']""",,:Manual:KNApSAcK:
672,890709-1,Uncaria lanosa var. glabrata,Uncaria lanosa,768270-1,Variety,,,:Manual::
673,77171967-1,Uncaria longiflora var. longiflora,Uncaria longiflora,768273-1,Variety,,,:Manual::
674,768275-1,Uncaria macrophylla,Uncaria macrophylla,768275-1,Species,"""['Rhynchophylline', 'Isorhynchophylline', 'Corynoxine', 'Corynoxine B', 'Dihydrocorynantheine', 'Isorhyncophylline']""",,:Manual:KNApSAcK:
675,768314-1,Uncaria sinensis,Uncaria sinensis,768314-1,Species,"""['Rhynchophylline', 'Isorhynchophylline', 'Speciophylline', 'Isopteropodine', 'Uncarine F', 'Isocorynoxeine', 'Isorhyncophylline', '3alpha-Dihydrocadambine', '3beta-Isodihydrocadambine', 'Isoformosanine']""",,:Manual:KNApSAcK:
676,768322-1,Uncaria tomentosa,Uncaria tomentosa,768322-1,Species,"""['Mitraphylline', 'Rhynchophylline', 'Isomitraphylline', 'Isorhynchophylline', 'Uncarine C', 'Speciophylline', 'Isopteropodine', 'Isomitraphylline N-oxide', '5(S)-5-Carboxystrictosidine']""",,:Manual:KNApSAcK:
677,768297-1,Uncaria rhynchophylla,Uncaria rhynchophylla,768297-1,Species,"""['Vallesiachotamine', 'Tryptamine', 'Strictosamide', 'Cadambine', 'Melatonin', 'Rhynchophylline', 'Angustoline', 'Hirsuteine', 'Hirsutine', 'Isorhynchophylline', 'Corynoxeine', 'Isocorynoxeine', '5-Hydroxytryptamine', '3alpha-Dihydrocadambine', 'Angustidine', '5-Methoxytryptamine']""",,:Manual:KNApSAcK:
678,769430-1,Urophyllum arboreum,Urophyllum arboreum,769430-1,Species,,,:Manual::
679,77169958-1,Vangueria infausta subsp. infausta,Vangueria infausta,769741-1,Subspecies,,,:Manual::
680,770293-1,Warszewiczia coccinea,Warszewiczia coccinea,770293-1,Species,,,:Manual::
681,269045-2,Wittmackanthus stanleyanus,Wittmackanthus stanleyanus,269045-2,Species,,,:Manual::
682,76518-1,Alstonia constricta,Alstonia constricta,76518-1,Species,"""['(+)-Quebrachidine', '(-)-Vincamajine', 'Alstonine', '(-)-Vincamedine', ""(-)-17-O-(3',4',5'-Trimethoxycinnamoyl)vincamajine""]""",,::KNApSAcK:
683,76520-1,Alstonia coriacea,Alstonia coriacea,76520-1,Species,"""['(-)-Vincamajine']""",,::KNApSAcK:
684,76527-1,Alstonia deplanchei,Alstonia deplanchei,76527-1,Species,"""['(-)-Vincamajine', '(-)-Vincamedine']""",,::KNApSAcK:
685,76546-1,Alstonia lanceolifera,Alstonia lanceolifera,76546-1,Species,"""[""(-)-17-O-(3',4',5'-Trimethoxycinnamoyl)vincamajine"", 'Lochnericine']""",,::KNApSAcK:
686,76548-1,Alstonia legouixiae,Alstonia legouixiae,76548-1,Species,"""['(-)-Vincamajine']""",,::KNApSAcK:
687,76549-1,Alstonia lenormandii,Alstonia lenormandii,76549-1,Species,"""['11-Methoxyakuammicine', 'Lochnericine', 'Akuammiline', 'Picraline']""",,::KNApSAcK:
688,76562-1,Alstonia muelleriana,Alstonia muelleriana,76562-1,Species,"""['(+)-Quebrachidine', 'Alstonisine', 'Alstonerine']""",,::KNApSAcK:
689,76565-1,Alstonia odontophora,Alstonia odontophora,76565-1,Species,"""['(+)-Quebrachidine', '(-)-Vincamajine']""",,::KNApSAcK:
690,76580-1,Alstonia quaternata,Alstonia quaternata,76580-1,Species,"""['(-)-Vincamajine', 'Quaternine', 'Quaternatine']""",,::KNApSAcK:
691,76595-1,Alstonia spatulata,Alstonia spatulata,76595-1,Species,"""['Echitamine']""",,::KNApSAcK:
692,76597-1,Alstonia spectabilis,Alstonia spectabilis,76597-1,Species,"""['(+)-Quebrachidine', '(-)-Vincamajine', 'Echitamine']""",,::KNApSAcK:
693,76598-1,Alstonia sphaerocapitata,Alstonia sphaerocapitata,76598-1,Species,"""['(+)-Quebrachidine', '(-)-Vincamedine', '(-)-10-Methoxyvincamedine', '(-)-10-Methoxyvincamedine N-oxide']""",,::KNApSAcK:
694,76604-1,Alstonia vieillardii,Alstonia vieillardii,76604-1,Species,"""['Vincamajine 17-O-veratrate']""",,::KNApSAcK:
695,30117279-2,Araujia sericifera,Araujia sericifera,30117279-2,Species,"""['Rostratamine']""",,::KNApSAcK:
696,319076-2,Asclepias syriaca,Asclepias syriaca,319076-2,Species,"""['Nicotine']""",,::KNApSAcK:
697,21994-2,Aspidosperma limae,Aspidosperma limae,21994-2,Species,"""['Compactinervine', 'Aspidolimidine', 'Limaspermine']""",,::KNApSAcK:
698,77876-1,Catharanthus lanceus,Catharanthus lanceus,77876-1,Species,"""['Leurosine', 'Cathovaline']""",,::KNApSAcK:
699,77877-1,Catharanthus longifolius,Catharanthus longifolius,77877-1,Species,"""['Leurosine', 'Antirhine', 'Vindoline', 'Vindolinine']""",,::KNApSAcK:
700,77878-1,Catharanthus ovalis,Catharanthus ovalis,77878-1,Species,"""['Leurosine', 'Cathovaline', 'Vindoline', 'Vindolinine', '(-)-Venalstonidine', '(-)-Venalstonine', '14-Hydroxycathovaline', '19-Epivindolinine', '19R-Hydroxytabersonine', '19S-Hydroxytabersonine', 'Cathovalinine', 'Deacetylcathovaline', 'Kitraline', 'Kitramine', 'Vindorosine']""",,::KNApSAcK:
701,77882-1,Catharanthus trichophyllus,Catharanthus trichophyllus,77882-1,Species,"""['Lochnericine', '(-)-Echitoveniline', 'Vindolinine', '19-Epivindolinine', '(+)-Minovincinine', 'Trichophylline']""",,::KNApSAcK:
702,96460-1,Cynanchum otophyllum,Cynanchum otophyllum,96460-1,Species,"""['Rostratamine']""",,::KNApSAcK:
703,96692-1,Cynanchum wallichii,Cynanchum wallichii,96692-1,Species,"""['Rostratamine']""",,::KNApSAcK:
704,78310-1,Diplorhynchus condylocarpon,Diplorhynchus condylocarpon,78310-1,Species,"""['Normacusine B', 'Norfluorocurarine', 'Condylocarpine', 'Stemmadenine']""",,::KNApSAcK:
705,108063-2,Geissospermum argenteum,Geissospermum argenteum,108063-2,Species,"""['N-Acetylaspidospermidine', 'Aspidocarpine', '(-)-Aspidospermine']""",,::KNApSAcK:
706,98277-1,Heterostemma brownii,Heterostemma brownii,98277-1,Species,"""['Heteromine D', 'Heteromine E', 'Heteromine F', 'Heteromine G', 'Heteromine H']""",,::KNApSAcK:
707,79311-1,Holarrhena mitis,Holarrhena mitis,79311-1,Species,"""['Mitiphylline', 'N-Demethylmitiphylline']""",,::KNApSAcK:
708,79342-1,Hunteria congolana,Hunteria congolana,79342-1,Species,"""['(-)-Eburnamine', '(+)-Eburnamenine', '(-)-Vincadifformine', '(+)-Isoeburnamine', '(-)-Umbellamine']""",,::KNApSAcK:
709,79454-1,Kibatalia gitingensis,Kibatalia gitingensis,79454-1,Species,"""['Gitingensine', 'Lanitine']""",,::KNApSAcK:
710,80519-1,Ochrosia lifuana,Ochrosia lifuana,80519-1,Species,"""['Ochrolifuanine A']""",,::KNApSAcK:
711,81511-1,Rauvolfia bahiensis,Rauvolfia bahiensis,81511-1,Species,"""['Normacusine B', '10-O-Methylsarpagine', 'Picrinine', '(+)-Raucaffrinoline', '(-)-Vinorine', '(+)-Purpeline', '(+/-)-Norpurpeline', '(+)-Seredamine', '(+)-12-methoxyaffinisine', '12-Methoxy-Na-methylvellosimine', '12-Methoxy-vellosimine', 'Demethoxypurpeline']""",,::KNApSAcK:
712,909641-1,Rauvolfia balansae,Rauvolfia balansae,909641-1,Species,"""['(+)-Raucaffrinoline', '(+)-Perakine', '(-)-Vinorine', '(+)-Ajmaline', '19,20-Dihydrovomilenine', 'Vomilenine']""",,::KNApSAcK:
713,81513-1,Rauvolfia biauriculata,Rauvolfia biauriculata,81513-1,Species,"""['(+)-Perakine', '(+)-Ajmaline', 'Vomilenine']""",,::KNApSAcK:
714,81519-1,Rauvolfia caffra,Rauvolfia caffra,81519-1,Species,"""['Sarpagine', '(+)-Raucaffrinoline', '(+)-Perakine', '(-)-Vinorine', '(+)-Ajmaline', 'Vomilenine', '17,21-O,O-Diacetylajmaline', '17-O-Acetylajmaline', 'Raucaffricine', 'Raucaffriline']""",,::KNApSAcK:
715,81520-1,Rauvolfia cambodiana,Rauvolfia cambodiana,81520-1,Species,"""['(+)-Ajmaline']""",,::KNApSAcK:
716,81531-1,Rauvolfia cubana,Rauvolfia cubana,81531-1,Species,"""['(+)-Ajmaline', 'Deserpidine', '(+)-Sandwicine']""",,::KNApSAcK:
717,81545-1,Rauvolfia grandiflora,Rauvolfia grandiflora,81545-1,Species,"""['Darcyribeirine']""",,::KNApSAcK:
718,81565-1,Rauvolfia ligustrina,Rauvolfia ligustrina,81565-1,Species,"""['(+)-Ajmaline']""",,::KNApSAcK:
719,217921-2,Rauvolfia littoralis,Rauvolfia littoralis,217921-2,Species,"""['(+)-Ajmaline', 'Deserpidine']""",,::KNApSAcK:
720,81579-1,Rauvolfia mannii,Rauvolfia mannii,81579-1,Species,"""['(-)-Vincamajine', 'Raucaffricine']""",,::KNApSAcK:
721,81583-1,Rauvolfia media,Rauvolfia media,81583-1,Species,"""['(+)-Mauiensine', '(+)-12-Hydroxymauiensine']""",,::KNApSAcK:
722,81598-1,Rauvolfia nitida,Rauvolfia nitida,81598-1,Species,"""['(+)-Raucaffrinoline', 'Yohimbine', '(+)-Ajmaline', 'Reserpiline', 'Nortetraphyllicine', 'Rescinnamine', '(+)-Norajmaline', '(+)-17-O-Acetylnortetraphyllicine', 'Rauniticine']""",,::KNApSAcK:
723,328979-2,Rauvolfia sellowii,Rauvolfia sellowii,328979-2,Species,"""['(+)-Raucaffrinoline', '(+)-Perakine', '(+)-Ajmaline', 'Vomilenine']""",,::KNApSAcK:
724,81646-1,Rauvolfia semperflorens,Rauvolfia semperflorens,81646-1,Species,"""['(+)-Raucaffrinoline', '(-)-Vinorine', '(+)-Sandwicine', '(+)-Mauiensine', 'Nortetraphyllicine', '(+)-Isoajmaline', '(+)-Isosandwicine']""",,::KNApSAcK:
725,81648-1,Rauvolfia serpentina,Rauvolfia serpentina,81648-1,Species,"""['Strictosidine', '4,21-Dehydrogeissoschizine', 'Sarpagine', 'Tetrahydroalstonine', '(+)-Raucaffrinoline', 'Reserpine', '(+)-Perakine', '(-)-Vinorine', 'Vellosimine', 'Ajmalicine', 'Serpentine', 'Cathenamine', 'Yohimbine', '(+)-Ajmaline', 'Reserpiline', 'Vomilenine', '17-O-Acetylajmaline', 'Raucaffricine', 'Rescinnamine', '(+)-Isoajmaline', 'Papaverine', 'Ajmalimine', '(+)-Sandwicolidine', 'Ajmalinimine', 'Rescinnamidine', '3,4,5,6-Tetradehydroyohimbine', '12-Hydroxyajmaline', 'Acetylnorajmaline', '16-Epivellosimine', 'Polyneuridine aldehyde', 'Norajamaline']""",,::KNApSAcK:
726,81499-1,Rauvolfia sevenetii,Rauvolfia sevenetii,81499-1,Species,"""['(+)-Raucaffrinoline', '(-)-Vinorine', '(+)-Ajmaline', '19,20-Dihydrovomilenine', 'Vomilenine']""",,::KNApSAcK:
727,81500-1,Rauvolfia spathulata,Rauvolfia spathulata,81500-1,Species,"""['(+)-Raucaffrinoline', '(-)-Vinorine', '(+)-Ajmaline', '19,20-Dihydrovomilenine', 'Vomilenine']""",,::KNApSAcK:
728,81670-1,Rauvolfia viridis,Rauvolfia viridis,81670-1,Species,"""['(+)-Quebrachidine', '(+)-Ajmaline']""",,::KNApSAcK:
729,81672-1,Rauvolfia volkensii,Rauvolfia volkensii,81672-1,Species,"""['(+)-Raucaffrinoline', '(+)-Perakine', '(+)-Ajmaline', '17-O-Acetylajmaline', 'Nortetraphyllicine', '17-O-Acetyltetraphyllicine']""",,::KNApSAcK:
730,82007-1,Tabernaemontana apoda,Tabernaemontana apoda,82007-1,Species,"""['Voacangine', 'Apodine', 'Apodinine', 'Heyneanine', 'Voacangine hydroxyindolenine', 'Voacangine pseudoindoxyl', 'Voacristine', 'Voacristine hydroxyindolenine', 'Montanine', 'Ibogaine hydroxyindolenine', 'Isovoacangine']""",,::KNApSAcK:
731,248841-2,Tabernaemontana attenuata,Tabernaemontana attenuata,248841-2,Species,"""['Tubotaiwine', 'Voacangine', 'Heyneanine', 'Isovoacangine', 'Coronaridine hydroxyindolenine', '10-Hydroxyheyneanine', '11-Hydroxycoronaridine', '11-Hydroxyheyneanine', '19-Epiheyneanine', 'Conopharyngine', 'Conopharyngine hydroxyindolenine', 'Ibophyllidine']""",,::KNApSAcK:
732,82013-1,Tabernaemontana aurantiaca,Tabernaemontana aurantiaca,82013-1,Species,"""['Voacangine', 'Voacangine pseudoindoxyl']""",,::KNApSAcK:
733,82027-1,Tabernaemontana brachyantha,Tabernaemontana brachyantha,82027-1,Species,"""['Normacusine B', 'Voacorine']""",,::KNApSAcK:
734,82035-1,Tabernaemontana calcarea,Tabernaemontana calcarea,82035-1,Species,"""['(-)-Apparicine', '(-)-Coronaridine', 'Ibogamine', 'Voacangine', 'Dregamine', 'Heyneanine', 'Voacristine', 'Isovoacangine', '11-Hydroxycoronaridine', 'Isovoacristine', '20-Epipandoline', 'Pandine', 'Pandoline', '(20R)-Pseudovincadifformine', '19-Epivoacristine', 'Silicine', '19-epi-Heyneanine']""",,::KNApSAcK:
735,907601-1,Tabernaemontana capuronii,Tabernaemontana capuronii,907601-1,Species,"""['14,15-Anhydrocapuronidine', 'Capuronidine', 'Capuronine', 'Capuvosine']""",,::KNApSAcK:
736,82046-1,Tabernaemontana cerifera,Tabernaemontana cerifera,82046-1,Species,"""['(-)-Apparicine', 'Voacangine', 'Voacangine hydroxyindolenine']""",,::KNApSAcK:
737,82059-1,Tabernaemontana coffeoides,Tabernaemontana coffeoides,82059-1,Species,"""['Normacusine B', 'Stemmadenine', 'Lochnericine', 'Vallesamine', '(-)-Hazuntine', '3-Oxotabersonine', 'Isoreserpiline', '(-)-Apparicine', 'Polyneuridine', 'Voacangine', 'Pericyclivine', 'Dregamine', 'Tabernaemontanine', 'Reserpiline', 'Heyneanine', 'Isovoacangine', '19-Epiheyneanine', 'Silicine', '14,15-Dihydroxyvincadifformine', 'Voaphylline', 'Voacarpine', '(19R)-19-Hydroxytabernaelegantine A', ""(20'S)-19',20'-Dihydrotabernamine"", '20-Episilicine', '3,14-Dihydroellipticine', '6-Oxo-16-episilicine', '6-Oxomethuenine', '6-Oxosilicine', 'Hazuntinine', 'Isomethuenine', 'Methuenine', 'Tabernaelegantine A', '(+)-Tetraphyllicine', 'Vincanidine']""",,::KNApSAcK:
738,82065-1,Tabernaemontana contorta,Tabernaemontana contorta,82065-1,Species,"""['Voacangine', 'Voacristine', 'Conopharyngine']""",,::KNApSAcK:
739,82072-1,Tabernaemontana crassa,Tabernaemontana crassa,82072-1,Species,"""['Akuammiline', 'Perivine', 'Heyneanine', 'Voacristine', 'Isovoacangine', 'Conopharyngine', 'Conopharyngine hydroxyindolenine', 'Ibogaine', '3-Oxocoronaridine', '19-Hydroxyconopharyngine', '5-Oxocoronaridine', 'Conoduramine', 'Crassanine']""",,::KNApSAcK:
740,913394-1,Tabernaemontana debrayi,Tabernaemontana debrayi,913394-1,Species,"""['Dregamine', 'Pandine', 'Pandoline']""",,::KNApSAcK:
741,60466169-2,Tabernaemontana dichotoma,Tabernaemontana dichotoma,60466169-2,Species,"""['Stemmadenine', 'Vallesamine', '(-)-Apparicine', 'Voacangine', 'Perivine', 'Vobasine', 'Heyneanine', 'Voacristine hydroxyindolenine', '19-Epiheyneanine', '19-Epivoacristine', 'Voaphylline', 'Isomethuenine', '12-Methoxyvoaphylline', 'Voaphylline hydroxyindolenine', 'Dichomine', '19-Epiiboxygaine', 'O-Acetylvallesamine']""",,::KNApSAcK:
742,82107-1,Tabernaemontana eglandulosa,Tabernaemontana eglandulosa,82107-1,Species,"""['Norfluorocurarine', 'Voacangine pseudoindoxyl', 'Voacristine', 'Isovoacangine', '11-Hydroxycoronaridine', 'Conopharyngine', 'Dichomine', '(16R)-Descarbomethoxytacamine', '(16S)-Descarbomethoxytacamine', '(19S)-Hydroxytacamine', '16,17-Anhydrotacamine', '16-Epitacamine', 'Tacamine', 'Tacamonine', '(+)-20R-Pseudovincadifformine', '20S-Pseudovincadifformine', '(20R)-15,20-Dihydrocleavamine', '(20S)-Hydroxy-1,2-dehydropseudoaspidospermidine', '(20S)-15,20-Dihydrocleavamine', '17-Hydroxytacamonine', '3-Hydroxycoronaridine']""",,::KNApSAcK:
743,82121-1,Tabernaemontana flavicans,Tabernaemontana flavicans,82121-1,Species,"""['Ibophyllidine N-oxide']""",,::KNApSAcK:
744,82129-1,Tabernaemontana glandulosa,Tabernaemontana glandulosa,82129-1,Species,"""['12-Demethoxytabernulosine']""",,::KNApSAcK:
745,82154-1,Tabernaemontana humblotii,Tabernaemontana humblotii,82154-1,Species,"""['Tubotaiwine', '(+)-14,15-Dehydro-16-epivincamine', '(-)-Apparicine', 'Voacangine', 'Voacristine', 'Ibogaline', '19-Epiiboxygaine', 'Iboluteine']""",,::KNApSAcK:
746,285810-2,Tabernaemontana litoralis,Tabernaemontana litoralis,285810-2,Species,"""['Strictosidine', 'Tabersonine', '(-)-Coronaridine', 'Heyneanine']""",,::KNApSAcK:
747,248876-2,Tabernaemontana longipes,Tabernaemontana longipes,248876-2,Species,"""['Voacangine']""",,::KNApSAcK:
748,82203-1,Tabernaemontana macrocarpa,Tabernaemontana macrocarpa,82203-1,Species,"""['Voacangine', 'Voacangine hydroxyindolenine', 'Voaphylline']""",,::KNApSAcK:
749,82224-1,Tabernaemontana mocquerysi,Tabernaemontana mocquerysi,82224-1,Species,"""['Tubotaiwine', 'Voacangine', 'Heyneanine', 'Voacristine', '19-Epiheyneanine', '19-Epivoacristine', 'Methuenine', '(20R)-15,20-Dihydrocleavamine', '(20S)-15,20-Dihydrocleavamine', 'Ervitsine']""",,::KNApSAcK:
750,20010230-1,Tabernaemontana odoratissima,Tabernaemontana odoratissima,20010230-1,Species,"""['Vobasine', 'Gabunine']""",,::KNApSAcK:
751,248887-2,Tabernaemontana oppositifolia,Tabernaemontana oppositifolia,248887-2,Species,"""['(-)-Coronaridine', 'Voacamine']""",,::KNApSAcK:
752,82282-1,Tabernaemontana penduliflora,Tabernaemontana penduliflora,82282-1,Species,"""['(-)-Coronaridine', 'Voacangine', 'Conopharyngine']""",,::KNApSAcK:
753,82297-1,Tabernaemontana psorocarpa,Tabernaemontana psorocarpa,82297-1,Species,"""['Tetrahydroalstonine', 'Vallesiachotamine', 'Voacangine', '14,15-Dehydro-12-methoxyvincamine', '16-Epiisositsirikine', 'Isovallesiachotamine']""",,::KNApSAcK:
754,82313-1,Tabernaemontana retusa,Tabernaemontana retusa,82313-1,Species,"""['Voacangine', 'Heyneanine', 'Voacristine', 'Coronaridine hydroxyindolenine', '3-Oxovoacangine', 'Voaphylline', 'Pachysiphine']""",,::KNApSAcK:
755,82336-1,Tabernaemontana sphaerocarpa,Tabernaemontana sphaerocarpa,82336-1,Species,"""['Dregamine', 'Tabernaemontanine']""",,::KNApSAcK:
756,82371-1,Tabernaemontana undulata,Tabernaemontana undulata,82371-1,Species,"""['(+)-Quebrachidine', 'Voacangine', '19-Epiheyneanine', 'Voaphylline']""",,::KNApSAcK:
757,82683-1,Vinca difformis,Vinca difformis,82683-1,Species,"""['(-)-Vincamajine', 'Normacusine B', '(-)-Vincamedine', '(+)-Vincadifformine']""",,::KNApSAcK:
758,58723-2,Cinchona officinalis,Cinchona officinalis,58723-2,Species,"""['Strictosidine', 'Cinchonidine', 'Hydroquinidine', 'Quinine', 'Quinidine', 'Cinchonine']""",,::KNApSAcK:
759,747109-1,Coffea eugenioides,Coffea eugenioides,747109-1,Species,"""['Caffeine']""",,::KNApSAcK:
760,747169-1,Coffea liberica,Coffea liberica,747169-1,Species,"""['Adenine', 'Caffeine', 'Theophylline', 'Xanthosine', '7-Methylxanthine', ""Xanthosine 5'-monophosphate"", '7-Methylxanthosine', 'Paraxanthine', '3-Methylxanthine', 'Theobromine', 'Theacrine', 'Methylliberine', '1,3,7-Trimethyluric acid', 'Liberine']""",,::KNApSAcK:
761,747242-1,Coffea racemosa,Coffea racemosa,747242-1,Species,"""['Adenine', 'Caffeine', 'Theophylline', 'Xanthosine', '7-Methylxanthine', ""Xanthosine 5'-monophosphate"", '7-Methylxanthosine', 'Paraxanthine', '3-Methylxanthine', 'Theobromine']""",,::KNApSAcK:
762,747254-1,Coffea salvatrix,Coffea salvatrix,747254-1,Species,"""['Adenine', 'Caffeine', 'Theophylline', 'Xanthosine', '7-Methylxanthine', ""Xanthosine 5'-monophosphate"", '7-Methylxanthosine', 'Paraxanthine', '3-Methylxanthine', 'Theobromine']""",,::KNApSAcK:
763,755237-1,Leptactina densiflora,Leptactina densiflora,755237-1,Species,"""['Tetrahydroharmine']""",,::KNApSAcK:
