,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Useful_Plants_Snippet,powo_Snippet,powo_name_Snippet,LITTOX_Snippet,wiki_Snippet,Cornell_Snippet,CPCS_Snippet,UCANR_Snippet,USDA(Duke)_Snippet,TPPT_Snippet,CliniTox_Snippet,Compiled_Sources
109,116657-1,Heliotropium amplexicaule,Heliotropium amplexicaule,116657-1,Species,Heliotropium amplexicaule,,,Heliotropium amplexicaule,,,,,,,,"['Useful Plants Data', 'LITTOX']"
110,116662-1,Heliotropium angiospermum,Heliotropium angiospermum,116662-1,Species,Heliotropium angiospermum, <b>Use</b>: <em>Poisons</em>.,Heliotropium angiospermum,"Heliotropium angiospermum,Heliotropium parviflorum",,,Heliotropium angiospermum,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:116662-1)', 'LITTOX', 'CPCS']"
111,116670-1,Heliotropium arborescens,Heliotropium arborescens,116670-1,Species,Heliotropium arborescens, <b>Use</b>: <em>Poisons</em>.,Heliotropium arborescens,"Heliotropium arborescens,Heliotropium grandiflorum,Heliotropium peruvianum",,,,,,Heliotropium arborescens L.,"Heliotropium arborescens L. ,Heliotropium peruvianum L. ","['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:116670-1)', 'LITTOX', 'TPPT', 'CliniTox']"
112,116784-1,Heliotropium curassavicum,Heliotropium curassavicum,116784-1,Species,Heliotropium curassavicum, <b>Use</b>: <em>Poisons</em>.,Heliotropium curassavicum,"Heliotropium curasavicum,Heliotropium curassavica,Heliotropium curassavicum",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:116784-1)', 'LITTOX']"
113,116833-1,Heliotropium europaeum,Heliotropium europaeum,116833-1,Species,Heliotropium europaeum, <b>Use</b>: <em>Poisons</em>.,Heliotropium europaeum,Heliotropium europaeum,,,,,,Heliotropium europaeum L.,Heliotropium europaeum L. ,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:116833-1)', 'LITTOX', 'TPPT', 'CliniTox']"
114,116938-1,Heliotropium indicum,Heliotropium indicum,116938-1,Species,Heliotropium indicum, <b>Use</b>: <em>Poisons</em>.,Heliotropium indicum,Heliotropium indicum,Heliotropium indicum,,Heliotropium indicum,,Heliotropium indicus,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:116938-1)', 'LITTOX', 'en_wiki', 'CPCS', 'USDA(Duke)']"
115,116975-1,Heliotropium lasiocarpum,Heliotropium lasiocarpum,116975-1,Species,Heliotropium lasiocarpum,,,Heliotropium lasiocarpum,,,,,,,,"['Useful Plants Data', 'LITTOX']"
116,11707-2,Amsinckia calycina,Amsinckia calycina,11707-2,Species,Amsinckia calycina,,,"Amsinckia calycina,Amsinckia hispida,Amsinckia parviflora",,,,,,,,"['Useful Plants Data', 'LITTOX']"
117,1170772-2,Colocasia esculenta,Colocasia esculenta,1170772-2,Species,Colocasia esculenta, <b>Use</b>: <em>Poisons</em>.,Colocasia esculenta,"Colocasia antiquorum,Colocasia esculenta,Colocasia esculenta var. antiquorum,Colocasia esculenta var. fontanesii,Colocasia esculenta var.antiquorum,Colocasia esculentum,Colocassia antiquorum,Colocassia esculenta",,,Colocasia esculenta,Colocasia esculenta,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1170772-2)', 'LITTOX', 'CPCS', 'UCANR']"
118,1175090-2,Atriplex canescens,Atriplex canescens,1175090-2,Species,Atriplex canescens,,,Atriplex canescens,,,,,,,,"['Useful Plants Data', 'LITTOX']"
119,117629-1,Lappula squarrosa,Lappula squarrosa,117629-1,Species,Lappula squarrosa,,,,,,,,,,,['Useful Plants Data']
120,1176701-2,Stylosanthes viscosa,Stylosanthes viscosa,1176701-2,Species,Stylosanthes viscosa, <b>Use</b>: <em>Poisons</em>.,Stylosanthes viscosa,Stylosanthes viscosa,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1176701-2)', 'LITTOX']"
121,118108-2,Havardia mexicana,Havardia mexicana,118108-2,Species,Havardia mexicana,,,,,,,,,,,['Useful Plants Data']
122,118110-2,Havardia pallens,Havardia pallens,118110-2,Species,Havardia pallens,,,,,,,,,,,['Useful Plants Data']
123,1182764-2,Talinum fruticosum,Talinum fruticosum,1182764-2,Species,Talinum fruticosum, <b>Use</b>: <em>Poisons</em>.,Talinum fruticosum,Talinum triangulare,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1182764-2)', 'LITTOX']"
124,119003-2,Helianthus annuus,Helianthus annuus,119003-2,Species,Helianthus annuus, <b>Use</b>: <em>Poisons</em>.,Helianthus annuus,"Helianthus annus,Helianthus annuus,Helianthus annuus as 'sunflower',Helianthus annuus cv. Giganteus,Helianthus anuus",,,,,Helianthus annuus,Helianthus annuus L.,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:119003-2)', 'LITTOX', 'USDA(Duke)', 'TPPT']"
125,1192167-2,Senna alata,Senna alata,1192167-2,Species,Senna alata, <b>Use</b>: <em>Poisons</em>.,Senna alata,"Cassia alata,Senna alata",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1192167-2)', 'LITTOX']"
126,1195073-2,Gymnocladus dioicus,Gymnocladus dioicus,1195073-2,Species,Gymnocladus dioicus,,,"Gymnocladus canadensis,Gymnocladus dioica,Gymnocladus dioicus",,,,,,,,"['Useful Plants Data', 'LITTOX']"
127,119693-2,Heliopsis longipes,Heliopsis longipes,119693-2,Species,Heliopsis longipes,,,Heliopsis longipes,,,,,,,,"['Useful Plants Data', 'LITTOX']"
128,1197425-2,Croton texensis,Croton texensis,1197425-2,Species,Croton texensis,,,Croton texensis,,,,,,,,"['Useful Plants Data', 'LITTOX']"
129,1197718-2,Centella asiatica,Centella asiatica,1197718-2,Species,Centella asiatica, <b>Use</b>: <em>Poisons</em>.,Centella asiatica,"Centella asiatica,Centella uniflora",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1197718-2)', 'LITTOX']"
130,1197938-2,Rhynchosia minima,Rhynchosia minima,1197938-2,Species,Rhynchosia minima, <b>Use</b>: <em>Poisons</em>.,Rhynchosia minima,Rhynchosia minima,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1197938-2)', 'LITTOX']"
131,1197939-2,Mucuna urens,Mucuna urens,1197939-2,Species,Mucuna urens, <b>Use</b>: <em>Poisons</em>.,Mucuna urens,"Dolichos altissimus,Dolichos urens,Mucuna urens",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1197939-2)', 'LITTOX']"
132,1198060-2,Dysphania ambrosioides,Dysphania ambrosioides,1198060-2,Species,Dysphania ambrosioides, <b>Use</b>: <em>Poisons</em>.,Dysphania ambrosioides," ambrosioides,Chenopodium ambrosioides,Chenopodium ambrosioides var",,,Chenopodium ambrosioides,,,Chenopodium ambrosioides L.,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1198060-2)', 'LITTOX', 'CPCS', 'TPPT']"
133,1207294-2,Setaria italica,Setaria italica,1207294-2,Species,Setaria italica,,,"Panicum miliaceum as 'millet',Setaria italica",,,,,,Setaria italica (L.) P. Beauv.,,"['Useful Plants Data', 'LITTOX', 'TPPT']"
134,1207360-2,Melilotus indicus,Melilotus indicus,1207360-2,Species,Melilotus indicus, <b>Use</b>: <em>Poisons</em>.,Melilotus indicus,"Melilotus indica,Melilotus indicus,Melilotus parviflora",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1207360-2)', 'LITTOX']"
135,120743-1,Symphytum asperum,Symphytum asperum,120743-1,Species,Symphytum asperum,,,"Symphytum asperum,Symphytum asperum x officinale",,,,,,Symphytum asperum Lepech.,,"['Useful Plants Data', 'LITTOX', 'TPPT']"
136,120815-1,Symphytum officinale,Symphytum officinale,120815-1,Species,Symphytum officinale, <b>Use</b>: <em>Poisons</em>.,Symphytum officinale,"Symphytum officinale,Symphytum officinale x uplandicum",,,Symphytum officinale,,,Symphytum officinale L.,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:120815-1)', 'LITTOX', 'CPCS', 'TPPT']"
137,1208750-2,Albizia inundata,Albizia inundata,1208750-2,Species,Albizia inundata,,,Acacia polyantha,,,,,,,,"['Useful Plants Data', 'LITTOX']"
138,1209500-2,Canavalia ensiformis,Canavalia ensiformis,1209500-2,Species,Canavalia ensiformis, <b>Use</b>: <em>Poisons</em>.,Canavalia ensiformis,"Canavalia ensiformis,Canavalia ensiformis var. virosa",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1209500-2)', 'LITTOX']"
139,1212858-2,Prunus persica,Prunus persica,1212858-2,Species,Prunus persica, <b>Use</b>: <em>Poisons</em>.,Prunus persica,"Prunus persica,Prunus persica as 'peach'",,,Prunus persica,,Prunus persica,Prunus persica (L.) Batsch,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1212858-2)', 'LITTOX', 'CPCS', 'USDA(Duke)', 'TPPT']"
140,1213180-2,Azadirachta indica,Azadirachta indica,1213180-2,Species,Azadirachta indica, <b>Use</b>: <em>Poisons</em>.,Azadirachta indica,"Antelaea azadirachta,Azadirachta indica,Azadirachta indica as 'margosa',Azadirachta indica as 'neem',Melia azadirachta,Melia indica",Azadirachta indica,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:1213180-2)', 'LITTOX', 'fr_wiki']"
141,122620-2,Hilaria rigida,Hilaria rigida,122620-2,Species,Hilaria rigida,,,Hilaria rigida,,,,,,,,"['Useful Plants Data', 'LITTOX']"
142,122647-2,Hilleria latifolia,Hilleria latifolia,122647-2,Species,Hilleria latifolia, <b>Use</b>: <em>Poisons</em>.,Hilleria latifolia,,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:122647-2)']"
143,12268-2,Anadenanthera peregrina,Anadenanthera peregrina,12268-2,Species,Anadenanthera peregrina, <b>Use</b>: <em>Poisons</em>.,Anadenanthera peregrina,"Acacia niopo,Anadenanthera peregrina,Anadenanthera peregrina var. falcata,Piptadenia falcata,Piptadenia peregrina",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:12268-2)', 'LITTOX']"
144,122815-2,Hippeastrum puniceum,Hippeastrum puniceum,122815-2,Species,Hippeastrum puniceum, <b>Use</b>: <em>Poisons</em>.,Hippeastrum puniceum,"Hippeastrum equestre,Hippeastrum puniceum",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:122815-2)', 'LITTOX']"
145,12322-2,Ananas comosus,Ananas comosus,12322-2,Species,Ananas comosus,,,"Ananas comosus,Ananas comosus as 'pineapple',Ananas comosus as 'pineapples'",,,,Ananas comosus,Ananas comosus,,,"['Useful Plants Data', 'LITTOX', 'UCANR', 'USDA(Duke)']"
146,126007-2,Hymenoxys lemmonii,Hymenoxys lemmonii,126007-2,Species,Hymenoxys lemmonii,,,"Hymenoxys lemmoni,Hymenoxys lemmonii",,,,,,,,"['Useful Plants Data', 'LITTOX']"
147,126022-2,Hymenoxys richardsonii,Hymenoxys richardsonii,126022-2,Species,Hymenoxys richardsonii,,,"Actinea richardsoni,Actinea richardsonii,Hymenoxys richardsonii",,,,,,,,"['Useful Plants Data', 'LITTOX']"
148,126195-3,Cynodon nlemfuensis,Cynodon nlemfuensis,126195-3,Species,Cynodon nlemfuensis, <b>Use</b>: <em>Poisons</em>.,Cynodon nlemfuensis,"Cynodon nlemfuensis,Cynodon nlemfuensis cv Mugugu",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:126195-3)', 'LITTOX']"
149,127040-1,Boswellia dalzielii,Boswellia dalzielii,127040-1,Species,Boswellia dalzielii,,,,,,,,,,,['Useful Plants Data']
150,127056-1,Boswellia neglecta,Boswellia neglecta,127056-1,Species,Boswellia neglecta,,,,,,,,,,,['Useful Plants Data']
151,127065-1,Boswellia sacra,Boswellia sacra,127065-1,Species,Boswellia sacra,,,"Boswellia carterii,Boswellia sacra",,,,,,,,"['Useful Plants Data', 'LITTOX']"
152,127067-1,Boswellia serrata,Boswellia serrata,127067-1,Species,Boswellia serrata,,,Boswellia serrata,,,,,,,,"['Useful Plants Data', 'LITTOX']"
153,127217-1,Bursera simaruba,Bursera simaruba,127217-1,Species,Bursera simaruba, <b>Use</b>: <em>Poisons</em>.,Bursera simaruba,Bursera simaruba,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:127217-1)', 'LITTOX']"
154,127231-2,Hyssopus officinalis,Hyssopus officinalis,127231-2,Species,Hyssopus officinalis,,,"Hissopus officinalis,Hyssopus officinalis,Hyssopus officinalis var. decombens,Hyssopus officinalis var. decumbens",,,,,,Hyssopus officinalis L.,,"['Useful Plants Data', 'LITTOX', 'TPPT']"
155,127364-1,Canarium indicum,Canarium indicum,127364-1,Species,Canarium indicum,,,,,,,,,,,['Useful Plants Data']
156,127596-1,Commiphora baluensis,Commiphora baluensis,127596-1,Species,Commiphora baluensis,,,,,,,,,,,['Useful Plants Data']
157,127641-1,Commiphora drake-brockmanii,Commiphora drake-brockmanii,127641-1,Species,Commiphora drake-brockmanii,,,,,,,,,,,['Useful Plants Data']
158,127698-1,Commiphora kataf,Commiphora kataf,127698-1,Species,Commiphora kataf,,,,,,,,,,,['Useful Plants Data']
159,127723-1,Commiphora merkeri,Commiphora merkeri,127723-1,Species,Commiphora merkeri,,,,,,,,,,,['Useful Plants Data']
160,127741-1,Commiphora myrrha,Commiphora myrrha,127741-1,Species,Commiphora myrrha,,,"Balsamodendron myrrha,Commiphora molmol,Commiphora myrrha",,,,,Commiphora myrrha,,,"['Useful Plants Data', 'LITTOX', 'USDA(Duke)']"
161,127772-1,Commiphora pyracanthoides,Commiphora pyracanthoides,127772-1,Species,Commiphora pyracanthoides,,,,,,,,,,,['Useful Plants Data']
162,127834-1,Commiphora sulcata,Commiphora sulcata,127834-1,Species,Commiphora sulcata,,,,,,,,,,,['Useful Plants Data']
163,128047-1,Ganophyllum falcatum,Ganophyllum falcatum,128047-1,Species,Ganophyllum falcatum,,,,,,,,,,,['Useful Plants Data']
164,128065-1,Garuga pinnata,Garuga pinnata,128065-1,Species,Garuga pinnata,,,,,,,,,,,['Useful Plants Data']
165,128623-1,Zanha golungensis,Zanha golungensis,128623-1,Species,Zanha golungensis,,,,,,,,,,,['Useful Plants Data']
166,129128-2,Ipomoea alba,Ipomoea alba,129128-2,Species,Ipomoea alba, <b>Use</b>: <em>Poisons</em>.,Ipomoea alba,"Calonyction aculeatum,Ipomoea alba,Ipomoea bona-nox",,,Ipomoea alba,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:129128-2)', 'LITTOX', 'CPCS']"
167,130462-2,Isocoma pluriflora,Isocoma pluriflora,130462-2,Species,Isocoma pluriflora,,,"Haplopappus heterophyllus,Happlopappus heterophyllus,Happlopapus heterophyllus,Isocoma heterophylla,Isocoma pluriflora,Isocoma wrightii",,,,,,,,"['Useful Plants Data', 'LITTOX']"
168,130466-2,Isocoma tenuisecta,Isocoma tenuisecta,130466-2,Species,Isocoma tenuisecta,,,"Haplopappus fruticosus,Haplopappus tenuisectus,Isocoma fruticosa,Isocoma tenuisecta",,,,,,,,"['Useful Plants Data', 'LITTOX']"
169,131462-2,Jatropha curcas,Jatropha curcas,131462-2,Species,Jatropha curcas, <b>Use</b>: <em>Poisons</em>.,Jatropha curcas,"Jatropha curcas,Jatropha curcas as 'physic nut'",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:131462-2)', 'LITTOX']"
170,131762-2,Juglans major,Juglans major,131762-2,Species,Juglans major,,,,,,,,,,,['Useful Plants Data']
171,132457-2,Juniperus ashei,Juniperus ashei,132457-2,Species,Juniperus ashei,,,Juniperus ashei,,,,,,,,"['Useful Plants Data', 'LITTOX']"
172,132938-1,Epiphyllum oxypetalum,Epiphyllum oxypetalum,132938-1,Species,Epiphyllum oxypetalum,,,,,,,,,,,['Useful Plants Data']
173,133196-2,Kallstroemia hirsutissima,Kallstroemia hirsutissima,133196-2,Species,Kallstroemia hirsutissima,,,Kallstroemia hirsutissima,,,,,,,,"['Useful Plants Data', 'LITTOX']"
174,133210-2,Kalmia angustifolia,Kalmia angustifolia,133210-2,Species,Kalmia angustifolia,,,"Kalmia angustifolia,Kalmia angustifolia var. caroliniana",,,Kalmia angustifolia,,,Kalmia angustifolia L.,Kalmia angustifolia L. ,"['Useful Plants Data', 'LITTOX', 'CPCS', 'TPPT', 'CliniTox']"
175,133234-2,Kalmia microphylla,Kalmia microphylla,133234-2,Species,Kalmia microphylla,,,"Kalmia microphylla,Kalmia polifolia var. microphylla",,,,,,,,"['Useful Plants Data', 'LITTOX']"
176,133301-2,Karwinskia calderonii,Karwinskia calderonii,133301-2,Species,Karwinskia calderonii,,,Karwinskia calderoni,,,,,,,,"['Useful Plants Data', 'LITTOX']"
177,133304-2,Karwinskia latifolia,Karwinskia latifolia,133304-2,Species,Karwinskia latifolia,,,,,,,,,,,['Useful Plants Data']
178,134809-2,Lagenaria siceraria,Lagenaria siceraria,134809-2,Species,Lagenaria siceraria, <b>Use</b>: <em>Poisons</em>.,Lagenaria siceraria,"Cucurbita lagenaria,Cucurbita siceraria,Lagenaria leucantha,Lagenaria siceraria,Lagenaria vulgaris",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:134809-2)', 'LITTOX']"
179,135260-2,Lantana montevidensis,Lantana montevidensis,135260-2,Species,Lantana montevidensis, <b>Use</b>: <em>Poisons</em>.,Lantana montevidensis,"Lantana montevidensis,Lantana sellowiana,Lippia montevidensis",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:135260-2)', 'LITTOX']"
180,135275-2,Lantana ovatifolia,Lantana ovatifolia,135275-2,Species,Lantana ovatifolia,,,Lantana ovatifolia,,,,,,,,"['Useful Plants Data', 'LITTOX']"
181,13537-2,Anemonoides nemorosa,Anemonoides nemorosa,13537-2,Species,Anemonoides nemorosa,,,Ranunculus nemorosus,,,,,,Anemone nemorosa L.,Anemone nemorosa L. ,"['Useful Plants Data', 'LITTOX', 'TPPT', 'CliniTox']"
182,135476-2,Laportea aestuans,Laportea aestuans,135476-2,Species,Laportea aestuans, <b>Use</b>: <em>Poisons</em>.,Laportea aestuans,"Fleurya aestuans,Fleurya aestuans var. petiolata,Fleurya aestuans var. racemosa,Laportea aestuans",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:135476-2)', 'LITTOX']"
183,136246-2,Latua pubiflora,Latua pubiflora,136246-2,Species,Latua pubiflora,,,"Latua pubiflora,Latua venenosa",,,,,,,,"['Useful Plants Data', 'LITTOX']"
184,136326-3,Calophyllum soulattri,Calophyllum soulattri,136326-3,Species,Calophyllum soulattri,,,Calophyllum soulattri,,,,,,,,"['Useful Plants Data', 'LITTOX']"
185,136806-1,Opuntia microdasys,Opuntia microdasys,136806-1,Species,Opuntia microdasys, <b>Use</b>: <em>Poisons</em>.,Opuntia microdasys,"Cactus microdasys,Opuntia microdasys",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:136806-1)', 'LITTOX']"
186,137922-3,Lupinus cosentinii,Lupinus cosentinii,137922-3,Species,Lupinus cosentinii,,,"Lupinus consentinii,Lupinus cosentini,Lupinus cosentinii",,,,,,,,"['Useful Plants Data', 'LITTOX']"
187,138141-2,Lepidium sativum,Lepidium sativum,138141-2,Species,Lepidium sativum,,,"Lepidium sativum,Lepidium sativum subsp. spinescens",,,,,,Lepidium sativum L.,,"['Useful Plants Data', 'LITTOX', 'TPPT']"
188,138955-2,Leucaena leucocephala,Leucaena leucocephala,138955-2,Species,Leucaena leucocephala, <b>Use</b>: <em>Poisons</em>.,Leucaena leucocephala,Leucaena leucocephala,,,Leucaena leucocephala,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:138955-2)', 'LITTOX', 'CPCS']"
189,140855-2,Linum lewisii,Linum lewisii,140855-2,Species,Linum lewisii,,,"Linum lewisii,Linum perenne ssp. lewisii",,,,,,,,"['Useful Plants Data', 'LITTOX']"
190,140913-2,Linum rigidum,Linum rigidum,140913-2,Species,Linum rigidum,,,Linum rigidum,,,,,,,,"['Useful Plants Data', 'LITTOX']"
191,141755-3,Isotropis cuneifolia,Isotropis cuneifolia,141755-3,Species,Isotropis cuneifolia,,,"Isotropis cuneifolia,Isotropis cuneifolia f. lineata,Isotropis cuneifolia f. stipulata",,,,,,,,"['Useful Plants Data', 'LITTOX']"
192,142090-2,Lobelia berlandieri,Lobelia berlandieri,142090-2,Species,Lobelia berlandieri,,,Lobelia berlandieri,,,,,,,,"['Useful Plants Data', 'LITTOX']"
193,142115-2,Lobelia cardinalis,Lobelia cardinalis,142115-2,Species,Lobelia cardinalis, <b>Use</b>: <em>Poisons</em>.,Lobelia cardinalis,"Lobelia cardinalis,Lobelia cardinalis ssp. graminea,Lobelia fulgens,Lobelia splendens",,,Lobelia cardinalis,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:142115-2)', 'LITTOX', 'CPCS']"
194,14308-2,Annona muricata,Annona muricata,14308-2,Species,Annona muricata, <b>Use</b>: <em>Poisons</em>.,Annona muricata,"Annona muricata,Anona muricata",,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:14308-2)', 'LITTOX']"
195,143117-1,Lobelia concolor,Lobelia concolor,143117-1,Species,Lobelia concolor,,,"Lobelia concolor,Pratia concolor,Pratia erecta",,,,,,,,"['Useful Plants Data', 'LITTOX']"
196,143415-1,Lobelia inflata,Lobelia inflata,143415-1,Species,Lobelia inflata,,,"Lobelia inflata,Lobelia inflata as 'indian tobacco'",,,Lobelia inflata,,,,,"['Useful Plants Data', 'LITTOX', 'CPCS']"
197,143606-2,Lophophora williamsii,Lophophora williamsii,143606-2,Species,Lophophora williamsii,,,"Anhalonium lewinii,Ariocarpus williamsii,Echinocactus williamsii anhaloninica,Echinocactus williamsii pellotinica,Lophophora lewinii,Lophophora williamsii,Lophophora williamsii as 'peyote'",,,"Agave uthaensisâdo not confuse with Lophophora williamsii (peyote),Lophophora williamsii",,,,,"['Useful Plants Data', 'LITTOX', 'CPCS']"
198,143861-1,Lobelia siphilitica,Lobelia siphilitica,143861-1,Species,Lobelia siphilitica,,,"Lobelia siphilitica,Lobelia syphilitica",,,,,,,,"['Useful Plants Data', 'LITTOX']"
199,143992-1,Lobelia urens,Lobelia urens,143992-1,Species,Lobelia urens,,,Lobelia urens,,,,,,,,"['Useful Plants Data', 'LITTOX']"
200,144366-2,Ludwigia leptocarpa,Ludwigia leptocarpa,144366-2,Species,Ludwigia leptocarpa, <b>Use</b>: <em>Poisons</em>.,Ludwigia leptocarpa,Ludwigia leptocarpa,,,,,,,,"['Useful Plants Data', 'POWO pages(/taxon/urn:lsid:ipni.org:names:144366-2)', 'LITTOX']"
201,145189-2,Lupinus formosus,Lupinus formosus,145189-2,Species,Lupinus formosus,,,Lupinus formosus,,,,,,,,"['Useful Plants Data', 'LITTOX']"
202,145996-3,Gyrostemon australasicus,Gyrostemon australasicus,145996-3,Species,Gyrostemon australasicus,,,"Gyrostemon australasicus,Gyrostemon cyclotheca",,,,,,,,"['Useful Plants Data', 'LITTOX']"
203,146119-1,Boscia mossambicensis,Boscia mossambicensis,146119-1,Species,Boscia mossambicensis,,,,,,,,,,,['Useful Plants Data']
204,146164-1,Buchholzia coriacea,Buchholzia coriacea,146164-1,Species,Buchholzia coriacea,,,,,,,,,,,['Useful Plants Data']
205,146186-1,Cadaba aphylla,Cadaba aphylla,146186-1,Species,Cadaba aphylla,,,Cadaba juncea,,,,,,,,"['Useful Plants Data', 'LITTOX']"
